date,value,weekday,working_day,madrid_temp,barcelona_temp,bilbao_temp,sevilla_temp,valencia_temp,is_winter,is_summer
2014-01-01,3315035.0,2.0,0.0,6.785192916666695,8.00685125000003,11.418970000000025,12.18441250000002,13.189498750000022,1,0
2014-01-02,4059590.0,3.0,1.0,9.109185000000023,10.76468250000002,12.935601666666694,14.52432541666669,15.136448750000024,1,0
2014-01-03,4098986.0,4.0,1.0,9.77688875000002,11.93595833333336,13.029656666666694,15.653017916666691,16.565860833333357,1,0
2014-01-04,3867911.0,5.0,1.0,6.703810833333361,11.307489166666691,9.814500000000024,14.106682500000018,14.699295000000026,1,0
2014-01-05,3648038.0,6.0,1.0,5.285332916666694,8.682916250000021,9.971085000000022,10.653680416666688,10.970075833333352,1,0
2014-01-06,3442398.0,0.0,0.0,7.535609166666691,9.583277500000028,13.40497333333336,10.709935833333356,13.642358333333355,1,0
2014-01-07,4299725.0,1.0,1.0,7.810957500000025,8.994073750000025,14.26184500000002,10.413406250000024,12.445620416666683,1,0
2014-01-08,4402576.0,2.0,1.0,6.550247500000019,8.824375416666681,12.95823333333336,11.270337916666692,9.569391666666691,1,0
2014-01-09,4447836.0,3.0,1.0,7.085617083333358,8.20626458333335,10.983411250000016,12.586990833333358,8.88259375000002,1,0
2014-01-10,4442086.0,4.0,1.0,7.062585833333358,8.232710833333357,9.257012083333358,12.696232500000024,8.680654583333355,1,0
2014-01-11,4010984.0,5.0,1.0,6.977947916666693,10.589969583333357,9.52897625000002,11.895022083333352,9.746574583333354,1,0
2014-01-12,3740962.0,6.0,1.0,5.522199166666685,10.413132083333355,10.941685416666688,13.456466250000023,10.660272916666695,1,0
2014-01-13,4485567.0,0.0,1.0,6.743505000000027,9.602135416666682,9.76837916666669,11.800011250000018,12.277122916666684,1,0
2014-01-14,4584259.0,1.0,1.0,6.658442083333358,7.863884583333355,8.636009583333355,11.465569583333354,12.048913750000024,1,0
2014-01-15,4548468.0,2.0,1.0,6.206527083333356,7.651940833333356,10.87191250000002,12.537184166666693,12.955794166666688,1,0
2014-01-16,4549115.0,3.0,1.0,7.05096875000002,9.634370000000024,10.149611666666694,12.393140833333351,12.761356250000018,1,0
2014-01-17,4521265.0,4.0,1.0,4.5794191666666935,8.412449583333357,9.326767083333356,9.20569250000002,10.951982083333354,1,0
2014-01-18,4080297.0,5.0,1.0,4.80373500000002,8.691340416666689,8.402245833333359,10.500695000000016,10.805750833333356,1,0
2014-01-19,3811231.0,6.0,1.0,3.65574541666669,9.186423750000015,5.685542500000021,10.415471250000016,9.983991250000024,1,0
2014-01-20,4560067.0,0.0,1.0,3.8352908333333553,7.564784583333352,6.46224500000002,8.970900833333355,11.044619583333352,1,0
2014-01-21,4699045.0,1.0,1.0,3.917119166666685,7.014846250000022,7.3692358333333585,10.268700833333355,10.283158333333352,1,0
2014-01-22,4674066.0,2.0,1.0,6.562147916666696,6.597853333333359,8.148745416666692,12.447259583333356,10.925745416666691,1,0
2014-01-23,4601775.0,3.0,1.0,4.314283333333353,7.438817916666686,8.317480000000023,10.781212500000024,10.280156666666684,1,0
2014-01-24,4571282.0,4.0,1.0,6.115241250000025,9.70695208333335,9.816033750000026,9.704808333333355,13.196659583333355,1,0
2014-01-25,4034225.0,5.0,1.0,9.03391958333336,10.237522083333351,10.965417500000024,12.02823166666669,16.02488625000002,1,0
2014-01-26,3690184.0,6.0,1.0,8.091577916666692,10.538967083333356,11.158703750000022,12.69028916666669,15.481783750000018,1,0
2014-01-27,4416503.0,0.0,1.0,7.4523162500000195,10.816634166666685,6.846429583333354,11.933852916666696,14.709944166666688,1,0
2014-01-28,4643258.0,1.0,1.0,4.375968750000022,7.630640000000021,7.455795416666686,10.53057208333336,11.535849583333352,1,0
2014-01-29,4609811.0,2.0,1.0,4.685285416666692,7.324058333333355,6.3186887500000255,10.674430416666688,10.935428750000028,1,0
2014-01-30,4621804.0,3.0,1.0,3.4934833333333537,7.513574166666689,6.097336666666688,9.540642916666693,10.52850833333335,1,0
2014-01-31,4578641.0,4.0,1.0,6.126073333333362,6.5835683333333535,8.86566666666669,12.163375000000016,11.470675416666692,1,0
2014-02-01,4105022.0,5.0,1.0,6.937759166666687,7.65055875000003,7.520472083333355,12.45452500000002,12.711398750000022,1,0
2014-02-02,3786945.0,6.0,1.0,2.487480833333356,6.883325416666691,6.117027500000025,7.789757916666697,10.678235833333355,1,0
2014-02-03,4653619.0,0.0,1.0,1.702100833333354,6.085687916666688,6.578515833333351,8.957820833333356,8.816124583333353,1,0
2014-02-04,4734916.0,1.0,1.0,3.579798750000016,7.49122541666669,8.015101250000027,9.975894583333352,10.78502708333336,1,0
2014-02-05,4657366.0,2.0,1.0,7.731480416666692,11.106020416666688,9.56881083333336,14.57564375000002,14.310163333333357,1,0
2014-02-06,4549008.0,3.0,1.0,8.58327416666669,9.217156250000023,12.936240416666688,14.199651666666693,14.764764166666687,1,0
2014-02-07,4518948.0,4.0,1.0,5.601547083333354,10.857119166666685,9.862859166666691,10.78915833333336,13.743464166666683,1,0
2014-02-08,4073421.0,5.0,1.0,7.182447500000019,10.61846333333336,9.574852083333356,12.87790250000002,14.620934166666691,1,0
2014-02-09,3800315.0,6.0,1.0,3.702569166666692,8.974837083333354,7.30993000000002,11.680512916666691,10.828903333333358,1,0
2014-02-10,4511513.0,0.0,1.0,4.547215416666691,9.813746250000024,6.108555416666687,9.865371250000022,11.585452083333358,1,0
2014-02-11,4752804.0,1.0,1.0,1.8376104166666896,7.442355833333354,6.873325000000023,9.50324791666669,9.16125916666669,1,0
2014-02-12,4687747.0,2.0,1.0,4.754490000000025,8.057101666666684,8.804987083333357,13.53337083333336,11.787450000000026,1,0
2014-02-13,4541862.0,3.0,1.0,9.698762916666697,12.041130833333357,10.85178166666669,15.607282500000023,16.927402083333355,1,0
2014-02-14,4400761.0,4.0,1.0,10.834425000000026,11.849816250000025,15.103733333333352,14.821435000000022,17.73116416666669,1,0
2014-02-15,3961110.0,5.0,1.0,7.0673050000000215,12.14137125000002,9.107649583333354,11.864607916666683,16.25160083333336,1,0
2014-02-16,3708226.0,6.0,1.0,4.579931250000023,9.433311666666688,7.15988541666669,10.07083416666669,11.569238333333354,1,0
2014-02-17,4446137.0,0.0,1.0,3.961977500000025,7.474338333333352,9.029595416666693,10.153323333333354,10.698845833333358,1,0
