date,hour,weekday,working_day,value
2014-01-01,1,2,0,140192.0
2014-01-01,2,2,0,130035.0
2014-01-01,3,2,0,121152.0
2014-01-01,4,2,0,115324.0
2014-01-01,5,2,0,113727.0
2014-01-01,6,2,0,114132.0
2014-01-01,7,2,0,115774.0
2014-01-01,8,2,0,115790.0
2014-01-01,9,2,0,116690.0
2014-01-01,10,2,0,125723.0
2014-01-01,11,2,0,133760.0
2014-01-01,12,2,0,140143.0
2014-01-01,13,2,0,145113.0
2014-01-01,14,2,0,147132.0
2014-01-01,15,2,0,140669.0
2014-01-01,16,2,0,136640.0
2014-01-01,17,2,0,140193.0
2014-01-01,18,2,0,155904.0
2014-01-01,19,2,0,162292.0
2014-01-01,20,2,0,167382.0
2014-01-01,21,2,0,169880.0
2014-01-01,22,2,0,167071.0
2014-01-01,23,2,0,154507.0
2014-01-02,0,3,1,140904.0
2014-01-02,1,3,1,127608.0
2014-01-02,2,3,1,116956.0
2014-01-02,3,3,1,112376.0
2014-01-02,4,3,1,111213.0
2014-01-02,5,3,1,115382.0
2014-01-02,6,3,1,130186.0
2014-01-02,7,3,1,149786.0
2014-01-02,8,3,1,167066.0
2014-01-02,9,3,1,182857.0
2014-01-02,10,3,1,193983.0
2014-01-02,11,3,1,197839.0
2014-01-02,12,3,1,196853.0
2014-01-02,13,3,1,197633.0
2014-01-02,14,3,1,192837.0
2014-01-02,15,3,1,187289.0
2014-01-02,16,3,1,186033.0
2014-01-02,17,3,1,190781.0
2014-01-02,18,3,1,200552.0
2014-01-02,19,3,1,201233.0
2014-01-02,20,3,1,200242.0
2014-01-02,21,3,1,198306.0
2014-01-02,22,3,1,188788.0
2014-01-02,23,3,1,172887.0
2014-01-03,0,4,1,157899.0
2014-01-03,1,4,1,143641.0
2014-01-03,2,4,1,136703.0
2014-01-03,3,4,1,130161.0
2014-01-03,4,4,1,128894.0
2014-01-03,5,4,1,130701.0
2014-01-03,6,4,1,139956.0
2014-01-03,7,4,1,156734.0
2014-01-03,8,4,1,172839.0
2014-01-03,9,4,1,186073.0
2014-01-03,10,4,1,194425.0
2014-01-03,11,4,1,194835.0
2014-01-03,12,4,1,191109.0
2014-01-03,13,4,1,190624.0
2014-01-03,14,4,1,184440.0
2014-01-03,15,4,1,178187.0
2014-01-03,16,4,1,176894.0
2014-01-03,17,4,1,179272.0
2014-01-03,18,4,1,190185.0
2014-01-03,19,4,1,194712.0
2014-01-03,20,4,1,194890.0
2014-01-03,21,4,1,192076.0
2014-01-03,22,4,1,182983.0
2014-01-03,23,4,1,170753.0
2014-01-04,0,5,1,159111.0
2014-01-04,1,5,1,145576.0
2014-01-04,2,5,1,136517.0
2014-01-04,3,5,1,130536.0
2014-01-04,4,5,1,126337.0
2014-01-04,5,5,1,125582.0
2014-01-04,6,5,1,128517.0
2014-01-04,7,5,1,135845.0
2014-01-04,8,5,1,143669.0
2014-01-04,9,5,1,156739.0
2014-01-04,10,5,1,174189.0
2014-01-04,11,5,1,176879.0
2014-01-04,12,5,1,177849.0
2014-01-04,13,5,1,175695.0
2014-01-04,14,5,1,176552.0
2014-01-04,15,5,1,170152.0
2014-01-04,16,5,1,166074.0
2014-01-04,17,5,1,166293.0
2014-01-04,18,5,1,180546.0
2014-01-04,19,5,1,185098.0
2014-01-04,20,5,1,188132.0
2014-01-04,21,5,1,189632.0
2014-01-04,22,5,1,181807.0
2014-01-04,23,5,1,170584.0
2014-01-05,0,6,1,156979.0
2014-01-05,1,6,1,142891.0
2014-01-05,2,6,1,132367.0
2014-01-05,3,6,1,125786.0
2014-01-05,4,6,1,123190.0
2014-01-05,5,6,1,123027.0
2014-01-05,6,6,1,124607.0
2014-01-05,7,6,1,128584.0
2014-01-05,8,6,1,131649.0
2014-01-05,9,6,1,141979.0
2014-01-05,10,6,1,158203.0
2014-01-05,11,6,1,165902.0
2014-01-05,12,6,1,166806.0
2014-01-05,13,6,1,168827.0
2014-01-05,14,6,1,168274.0
2014-01-05,15,6,1,160482.0
2014-01-05,16,6,1,156508.0
2014-01-05,17,6,1,154666.0
2014-01-05,18,6,1,166672.0
2014-01-05,19,6,1,168272.0
2014-01-05,20,6,1,170740.0
2014-01-05,21,6,1,174694.0
2014-01-05,22,6,1,172131.0
2014-01-05,23,6,1,164802.0
2014-01-06,0,0,0,152196.0
2014-01-06,1,0,0,139167.0
2014-01-06,2,0,0,127557.0
2014-01-06,3,0,0,121905.0
2014-01-06,4,0,0,118579.0
2014-01-06,5,0,0,118694.0
2014-01-06,6,0,0,120632.0
2014-01-06,7,0,0,123343.0
2014-01-06,8,0,0,124664.0
2014-01-06,9,0,0,133046.0
2014-01-06,10,0,0,142964.0
2014-01-06,11,0,0,148297.0
2014-01-06,12,0,0,150793.0
2014-01-06,13,0,0,150878.0
2014-01-06,14,0,0,148854.0
2014-01-06,15,0,0,141511.0
2014-01-06,16,0,0,138725.0
2014-01-06,17,0,0,142319.0
2014-01-06,18,0,0,154545.0
2014-01-06,19,0,0,165262.0
2014-01-06,20,0,0,170610.0
2014-01-06,21,0,0,174925.0
2014-01-06,22,0,0,172627.0
2014-01-06,23,0,0,160305.0
2014-01-07,0,1,1,150238.0
2014-01-07,1,1,1,136803.0
2014-01-07,2,1,1,129082.0
2014-01-07,3,1,1,125050.0
2014-01-07,4,1,1,124340.0
2014-01-07,5,1,1,128579.0
2014-01-07,6,1,1,142816.0
2014-01-07,7,1,1,167933.0
2014-01-07,8,1,1,188730.0
2014-01-07,9,1,1,200324.0
2014-01-07,10,1,1,206583.0
2014-01-07,11,1,1,206790.0
2014-01-07,12,1,1,203686.0
2014-01-07,13,1,1,202738.0
2014-01-07,14,1,1,195779.0
2014-01-07,15,1,1,191202.0
2014-01-07,16,1,1,189980.0
2014-01-07,17,1,1,193591.0
2014-01-07,18,1,1,206569.0
2014-01-07,19,1,1,212881.0
2014-01-07,20,1,1,214189.0
2014-01-07,21,1,1,210099.0
2014-01-07,22,1,1,194537.0
2014-01-07,23,1,1,177206.0
2014-01-08,0,2,1,162541.0
2014-01-08,1,2,1,147095.0
2014-01-08,2,2,1,138638.0
2014-01-08,3,2,1,135409.0
2014-01-08,4,2,1,133266.0
2014-01-08,5,2,1,137199.0
2014-01-08,6,2,1,152042.0
2014-01-08,7,2,1,178155.0
2014-01-08,8,2,1,199463.0
2014-01-08,9,2,1,204698.0
2014-01-08,10,2,1,208701.0
2014-01-08,11,2,1,207766.0
2014-01-08,12,2,1,204606.0
2014-01-08,13,2,1,202667.0
2014-01-08,14,2,1,194305.0
2014-01-08,15,2,1,191103.0
2014-01-08,16,2,1,191354.0
2014-01-08,17,2,1,192933.0
2014-01-08,18,2,1,206842.0
2014-01-08,19,2,1,214267.0
2014-01-08,20,2,1,214905.0
2014-01-08,21,2,1,210905.0
2014-01-08,22,2,1,195654.0
2014-01-08,23,2,1,178062.0
2014-01-09,0,3,1,163303.0
2014-01-09,1,3,1,150332.0
2014-01-09,2,3,1,141680.0
2014-01-09,3,3,1,138782.0
2014-01-09,4,3,1,137253.0
2014-01-09,5,3,1,140537.0
2014-01-09,6,3,1,154238.0
2014-01-09,7,3,1,179807.0
2014-01-09,8,3,1,200647.0
2014-01-09,9,3,1,205598.0
2014-01-09,10,3,1,209649.0
2014-01-09,11,3,1,208212.0
2014-01-09,12,3,1,205443.0
2014-01-09,13,3,1,204147.0
2014-01-09,14,3,1,195749.0
2014-01-09,15,3,1,192018.0
2014-01-09,16,3,1,191705.0
2014-01-09,17,3,1,195282.0
2014-01-09,18,3,1,208616.0
2014-01-09,19,3,1,216858.0
2014-01-09,20,3,1,217668.0
2014-01-09,21,3,1,213022.0
2014-01-09,22,3,1,197306.0
2014-01-09,23,3,1,179984.0
2014-01-10,0,4,1,164562.0
2014-01-10,1,4,1,149875.0
2014-01-10,2,4,1,141222.0
2014-01-10,3,4,1,137677.0
2014-01-10,4,4,1,136789.0
2014-01-10,5,4,1,140182.0
2014-01-10,6,4,1,154120.0
2014-01-10,7,4,1,179658.0
2014-01-10,8,4,1,201430.0
2014-01-10,9,4,1,206096.0
2014-01-10,10,4,1,209827.0
2014-01-10,11,4,1,210105.0
2014-01-10,12,4,1,208219.0
2014-01-10,13,4,1,207302.0
2014-01-10,14,4,1,199835.0
2014-01-10,15,4,1,195438.0
2014-01-10,16,4,1,193620.0
2014-01-10,17,4,1,195140.0
2014-01-10,18,4,1,206253.0
2014-01-10,19,4,1,211160.0
2014-01-10,20,4,1,210097.0
2014-01-10,21,4,1,207096.0
2014-01-10,22,4,1,195498.0
2014-01-10,23,4,1,180885.0
2014-01-11,0,5,1,167666.0
2014-01-11,1,5,1,153427.0
2014-01-11,2,5,1,143059.0
2014-01-11,3,5,1,137834.0
2014-01-11,4,5,1,134195.0
2014-01-11,5,5,1,133861.0
2014-01-11,6,5,1,135985.0
2014-01-11,7,5,1,144064.0
2014-01-11,8,5,1,153685.0
2014-01-11,9,5,1,166742.0
2014-01-11,10,5,1,182364.0
2014-01-11,11,5,1,186037.0
2014-01-11,12,5,1,184745.0
2014-01-11,13,5,1,184381.0
2014-01-11,14,5,1,180834.0
2014-01-11,15,5,1,173762.0
2014-01-11,16,5,1,167993.0
2014-01-11,17,5,1,168709.0
2014-01-11,18,5,1,181510.0
2014-01-11,19,5,1,190612.0
2014-01-11,20,5,1,191275.0
2014-01-11,21,5,1,190391.0
2014-01-11,22,5,1,184602.0
2014-01-11,23,5,1,173251.0
2014-01-12,0,6,1,158552.0
2014-01-12,1,6,1,144165.0
2014-01-12,2,6,1,134094.0
2014-01-12,3,6,1,127358.0
2014-01-12,4,6,1,126126.0
2014-01-12,5,6,1,125210.0
2014-01-12,6,6,1,127362.0
2014-01-12,7,6,1,132107.0
2014-01-12,8,6,1,137013.0
2014-01-12,9,6,1,144742.0
2014-01-12,10,6,1,158974.0
2014-01-12,11,6,1,165880.0
2014-01-12,12,6,1,165331.0
2014-01-12,13,6,1,167416.0
2014-01-12,14,6,1,168072.0
2014-01-12,15,6,1,160548.0
2014-01-12,16,6,1,155871.0
2014-01-12,17,6,1,157318.0
2014-01-12,18,6,1,172330.0
2014-01-12,19,6,1,182460.0
2014-01-12,20,6,1,187612.0
2014-01-12,21,6,1,190834.0
2014-01-12,22,6,1,182873.0
2014-01-12,23,6,1,168714.0
2014-01-13,0,0,1,152651.0
2014-01-13,1,0,1,140174.0
2014-01-13,2,0,1,131647.0
2014-01-13,3,0,1,128294.0
2014-01-13,4,0,1,128153.0
2014-01-13,5,0,1,132358.0
2014-01-13,6,0,1,150477.0
2014-01-13,7,0,1,178897.0
2014-01-13,8,0,1,202697.0
2014-01-13,9,0,1,208738.0
2014-01-13,10,0,1,214126.0
2014-01-13,11,0,1,214431.0
2014-01-13,12,0,1,213932.0
2014-01-13,13,0,1,214739.0
2014-01-13,14,0,1,207076.0
2014-01-13,15,0,1,202398.0
2014-01-13,16,0,1,201790.0
2014-01-13,17,0,1,203464.0
2014-01-13,18,0,1,213695.0
2014-01-13,19,0,1,221622.0
2014-01-13,20,0,1,222081.0
2014-01-13,21,0,1,217568.0
2014-01-13,22,0,1,202098.0
2014-01-13,23,0,1,182461.0
2014-01-14,0,1,1,166005.0
2014-01-14,1,1,1,153435.0
2014-01-14,2,1,1,145483.0
2014-01-14,3,1,1,142187.0
2014-01-14,4,1,1,141763.0
2014-01-14,5,1,1,144297.0
2014-01-14,6,1,1,157604.0
2014-01-14,7,1,1,185090.0
2014-01-14,8,1,1,205524.0
2014-01-14,9,1,1,212065.0
2014-01-14,10,1,1,216232.0
2014-01-14,11,1,1,216097.0
2014-01-14,12,1,1,215139.0
2014-01-14,13,1,1,214891.0
2014-01-14,14,1,1,206127.0
2014-01-14,15,1,1,200974.0
2014-01-14,16,1,1,200263.0
2014-01-14,17,1,1,203411.0
2014-01-14,18,1,1,213810.0
2014-01-14,19,1,1,221124.0
2014-01-14,20,1,1,221828.0
2014-01-14,21,1,1,217284.0
2014-01-14,22,1,1,201438.0
2014-01-14,23,1,1,182188.0
2014-01-15,0,2,1,165881.0
2014-01-15,1,2,1,152125.0
2014-01-15,2,2,1,144127.0
2014-01-15,3,2,1,140806.0
2014-01-15,4,2,1,139620.0
2014-01-15,5,2,1,142101.0
2014-01-15,6,2,1,156390.0
2014-01-15,7,2,1,183274.0
2014-01-15,8,2,1,204535.0
2014-01-15,9,2,1,208831.0
2014-01-15,10,2,1,213275.0
2014-01-15,11,2,1,212944.0
2014-01-15,12,2,1,211572.0
2014-01-15,13,2,1,211280.0
2014-01-15,14,2,1,204032.0
2014-01-15,15,2,1,201124.0
2014-01-15,16,2,1,199250.0
2014-01-15,17,2,1,202754.0
2014-01-15,18,2,1,212426.0
2014-01-15,19,2,1,220120.0
2014-01-15,20,2,1,221528.0
2014-01-15,21,2,1,217633.0
2014-01-15,22,2,1,201277.0
2014-01-15,23,2,1,181563.0
2014-01-16,0,3,1,166381.0
2014-01-16,1,3,1,150843.0
2014-01-16,2,3,1,143505.0
2014-01-16,3,3,1,139651.0
2014-01-16,4,3,1,137963.0
2014-01-16,5,3,1,141661.0
2014-01-16,6,3,1,156319.0
2014-01-16,7,3,1,182248.0
2014-01-16,8,3,1,203273.0
2014-01-16,9,3,1,207649.0
2014-01-16,10,3,1,212403.0
2014-01-16,11,3,1,213569.0
2014-01-16,12,3,1,214070.0
2014-01-16,13,3,1,212758.0
2014-01-16,14,3,1,204416.0
2014-01-16,15,3,1,201792.0
2014-01-16,16,3,1,201715.0
2014-01-16,17,3,1,202813.0
2014-01-16,18,3,1,212016.0
2014-01-16,19,3,1,220605.0
2014-01-16,20,3,1,221428.0
2014-01-16,21,3,1,216933.0
2014-01-16,22,3,1,201680.0
2014-01-16,23,3,1,183424.0
2014-01-17,0,4,1,167270.0
2014-01-17,1,4,1,153523.0
2014-01-17,2,4,1,145313.0
2014-01-17,3,4,1,141914.0
2014-01-17,4,4,1,140415.0
2014-01-17,5,4,1,142834.0
2014-01-17,6,4,1,156888.0
2014-01-17,7,4,1,185059.0
2014-01-17,8,4,1,203587.0
2014-01-17,9,4,1,209355.0
2014-01-17,10,4,1,213202.0
2014-01-17,11,4,1,212682.0
2014-01-17,12,4,1,211341.0
2014-01-17,13,4,1,210786.0
2014-01-17,14,4,1,203058.0
2014-01-17,15,4,1,198212.0
2014-01-17,16,4,1,196626.0
2014-01-17,17,4,1,198177.0
2014-01-17,18,4,1,208112.0
2014-01-17,19,4,1,215216.0
2014-01-17,20,4,1,214850.0
2014-01-17,21,4,1,210645.0
2014-01-17,22,4,1,198646.0
2014-01-17,23,4,1,183554.0
2014-01-18,0,5,1,170138.0
2014-01-18,1,5,1,155963.0
2014-01-18,2,5,1,145828.0
2014-01-18,3,5,1,139001.0
2014-01-18,4,5,1,136715.0
2014-01-18,5,5,1,136248.0
2014-01-18,6,5,1,138155.0
2014-01-18,7,5,1,145882.0
2014-01-18,8,5,1,155819.0
2014-01-18,9,5,1,171117.0
2014-01-18,10,5,1,186628.0
2014-01-18,11,5,1,190409.0
2014-01-18,12,5,1,189289.0
2014-01-18,13,5,1,190705.0
2014-01-18,14,5,1,185346.0
2014-01-18,15,5,1,176074.0
2014-01-18,16,5,1,171343.0
2014-01-18,17,5,1,171883.0
2014-01-18,18,5,1,183487.0
2014-01-18,19,5,1,191084.0
2014-01-18,20,5,1,194352.0
2014-01-18,21,5,1,194754.0
2014-01-18,22,5,1,186297.0
2014-01-18,23,5,1,173780.0
2014-01-19,0,6,1,159049.0
2014-01-19,1,6,1,145670.0
2014-01-19,2,6,1,134847.0
2014-01-19,3,6,1,129035.0
2014-01-19,4,6,1,126314.0
2014-01-19,5,6,1,127384.0
2014-01-19,6,6,1,128674.0
2014-01-19,7,6,1,132222.0
2014-01-19,8,6,1,135233.0
2014-01-19,9,6,1,145653.0
2014-01-19,10,6,1,160716.0
2014-01-19,11,6,1,169339.0
2014-01-19,12,6,1,171504.0
2014-01-19,13,6,1,174124.0
2014-01-19,14,6,1,173278.0
2014-01-19,15,6,1,167457.0
2014-01-19,16,6,1,163447.0
2014-01-19,17,6,1,161533.0
2014-01-19,18,6,1,172593.0
2014-01-19,19,6,1,185836.0
2014-01-19,20,6,1,191868.0
2014-01-19,21,6,1,194562.0
2014-01-19,22,6,1,187590.0
2014-01-19,23,6,1,173303.0
2014-01-20,0,0,1,154949.0
2014-01-20,1,0,1,141978.0
2014-01-20,2,0,1,133849.0
2014-01-20,3,0,1,130130.0
2014-01-20,4,0,1,129594.0
2014-01-20,5,0,1,134671.0
2014-01-20,6,0,1,152114.0
2014-01-20,7,0,1,181579.0
2014-01-20,8,0,1,205855.0
2014-01-20,9,0,1,214670.0
2014-01-20,10,0,1,219893.0
2014-01-20,11,0,1,219880.0
2014-01-20,12,0,1,217702.0
2014-01-20,13,0,1,216500.0
2014-01-20,14,0,1,209871.0
2014-01-20,15,0,1,204431.0
2014-01-20,16,0,1,203090.0
2014-01-20,17,0,1,204489.0
2014-01-20,18,0,1,215489.0
2014-01-20,19,0,1,225943.0
2014-01-20,20,0,1,227277.0
2014-01-20,21,0,1,222130.0
2014-01-20,22,0,1,206631.0
2014-01-20,23,0,1,187352.0
2014-01-21,0,1,1,171695.0
2014-01-21,1,1,1,155445.0
2014-01-21,2,1,1,146945.0
2014-01-21,3,1,1,143874.0
2014-01-21,4,1,1,142786.0
2014-01-21,5,1,1,146473.0
2014-01-21,6,1,1,160588.0
2014-01-21,7,1,1,189524.0
2014-01-21,8,1,1,211111.0
2014-01-21,9,1,1,217383.0
2014-01-21,10,1,1,223688.0
2014-01-21,11,1,1,221886.0
2014-01-21,12,1,1,219090.0
2014-01-21,13,1,1,217545.0
2014-01-21,14,1,1,209840.0
2014-01-21,15,1,1,207263.0
2014-01-21,16,1,1,206763.0
2014-01-21,17,1,1,208943.0
2014-01-21,18,1,1,219222.0
2014-01-21,19,1,1,229575.0
2014-01-21,20,1,1,229421.0
2014-01-21,21,1,1,224272.0
2014-01-21,22,1,1,207689.0
2014-01-21,23,1,1,188024.0
2014-01-22,0,2,1,170980.0
2014-01-22,1,2,1,155841.0
2014-01-22,2,2,1,148193.0
2014-01-22,3,2,1,145078.0
2014-01-22,4,2,1,144045.0
2014-01-22,5,2,1,145740.0
2014-01-22,6,2,1,159424.0
2014-01-22,7,2,1,187701.0
2014-01-22,8,2,1,207652.0
2014-01-22,9,2,1,213842.0
2014-01-22,10,2,1,218727.0
2014-01-22,11,2,1,219491.0
2014-01-22,12,2,1,217949.0
2014-01-22,13,2,1,218503.0
2014-01-22,14,2,1,210253.0
2014-01-22,15,2,1,206908.0
2014-01-22,16,2,1,206044.0
2014-01-22,17,2,1,207936.0
2014-01-22,18,2,1,216887.0
2014-01-22,19,2,1,227358.0
2014-01-22,20,2,1,228179.0
2014-01-22,21,2,1,222583.0
2014-01-22,22,2,1,207159.0
2014-01-22,23,2,1,187593.0
2014-01-23,0,3,1,170820.0
2014-01-23,1,3,1,155699.0
2014-01-23,2,3,1,147691.0
2014-01-23,3,3,1,144331.0
2014-01-23,4,3,1,142751.0
2014-01-23,5,3,1,145001.0
2014-01-23,6,3,1,158608.0
2014-01-23,7,3,1,187325.0
2014-01-23,8,3,1,207694.0
2014-01-23,9,3,1,213954.0
2014-01-23,10,3,1,217020.0
2014-01-23,11,3,1,215804.0
2014-01-23,12,3,1,212272.0
2014-01-23,13,3,1,211255.0
2014-01-23,14,3,1,203469.0
2014-01-23,15,3,1,199640.0
2014-01-23,16,3,1,198151.0
2014-01-23,17,3,1,199554.0
2014-01-23,18,3,1,210433.0
2014-01-23,19,3,1,223500.0
2014-01-23,20,3,1,224775.0
2014-01-23,21,3,1,220462.0
2014-01-23,22,3,1,205115.0
2014-01-23,23,3,1,186451.0
2014-01-24,0,4,1,170128.0
2014-01-24,1,4,1,154753.0
2014-01-24,2,4,1,145860.0
2014-01-24,3,4,1,142552.0
2014-01-24,4,4,1,141855.0
2014-01-24,5,4,1,144835.0
2014-01-24,6,4,1,158740.0
2014-01-24,7,4,1,187930.0
2014-01-24,8,4,1,207753.0
2014-01-24,9,4,1,214551.0
2014-01-24,10,4,1,219178.0
2014-01-24,11,4,1,217676.0
2014-01-24,12,4,1,214598.0
2014-01-24,13,4,1,211745.0
2014-01-24,14,4,1,203665.0
2014-01-24,15,4,1,198259.0
2014-01-24,16,4,1,196635.0
2014-01-24,17,4,1,197460.0
2014-01-24,18,4,1,206435.0
2014-01-24,19,4,1,217551.0
2014-01-24,20,4,1,217787.0
2014-01-24,21,4,1,214970.0
2014-01-24,22,4,1,201236.0
2014-01-24,23,4,1,185130.0
2014-01-25,0,5,1,170770.0
2014-01-25,1,5,1,156650.0
2014-01-25,2,5,1,146469.0
2014-01-25,3,5,1,139437.0
2014-01-25,4,5,1,137088.0
2014-01-25,5,5,1,135676.0
2014-01-25,6,5,1,137661.0
2014-01-25,7,5,1,145663.0
2014-01-25,8,5,1,156558.0
2014-01-25,9,5,1,171921.0
2014-01-25,10,5,1,186212.0
2014-01-25,11,5,1,188337.0
2014-01-25,12,5,1,185457.0
2014-01-25,13,5,1,185125.0
2014-01-25,14,5,1,180383.0
2014-01-25,15,5,1,171827.0
2014-01-25,16,5,1,166944.0
2014-01-25,17,5,1,165700.0
2014-01-25,18,5,1,176112.0
2014-01-25,19,5,1,189522.0
2014-01-25,20,5,1,192500.0
2014-01-25,21,5,1,192421.0
2014-01-25,22,5,1,184067.0
2014-01-25,23,5,1,171725.0
2014-01-26,0,6,1,157332.0
2014-01-26,1,6,1,143672.0
2014-01-26,2,6,1,134588.0
2014-01-26,3,6,1,127966.0
2014-01-26,4,6,1,126313.0
2014-01-26,5,6,1,125790.0
2014-01-26,6,6,1,127477.0
2014-01-26,7,6,1,132315.0
2014-01-26,8,6,1,134777.0
2014-01-26,9,6,1,144588.0
2014-01-26,10,6,1,158030.0
2014-01-26,11,6,1,162827.0
2014-01-26,12,6,1,160812.0
2014-01-26,13,6,1,162306.0
2014-01-26,14,6,1,163112.0
2014-01-26,15,6,1,155964.0
2014-01-26,16,6,1,152091.0
2014-01-26,17,6,1,151456.0
2014-01-26,18,6,1,163012.0
2014-01-26,19,6,1,179584.0
2014-01-26,20,6,1,186572.0
2014-01-26,21,6,1,189050.0
2014-01-26,22,6,1,181624.0
2014-01-26,23,6,1,168926.0
2014-01-27,0,0,1,151121.0
2014-01-27,1,0,1,138620.0
2014-01-27,2,0,1,130537.0
2014-01-27,3,0,1,127044.0
2014-01-27,4,0,1,126849.0
2014-01-27,5,0,1,131439.0
2014-01-27,6,0,1,149797.0
2014-01-27,7,0,1,178946.0
2014-01-27,8,0,1,199365.0
2014-01-27,9,0,1,206045.0
2014-01-27,10,0,1,210295.0
2014-01-27,11,0,1,210193.0
2014-01-27,12,0,1,208319.0
2014-01-27,13,0,1,209698.0
2014-01-27,14,0,1,202670.0
2014-01-27,15,0,1,197696.0
2014-01-27,16,0,1,196240.0
2014-01-27,17,0,1,198973.0
2014-01-27,18,0,1,206600.0
2014-01-27,19,0,1,219672.0
2014-01-27,20,0,1,220382.0
2014-01-27,21,0,1,215528.0
2014-01-27,22,0,1,199526.0
2014-01-27,23,0,1,180948.0
2014-01-28,0,1,1,167017.0
2014-01-28,1,1,1,153144.0
2014-01-28,2,1,1,145615.0
2014-01-28,3,1,1,142107.0
2014-01-28,4,1,1,141713.0
2014-01-28,5,1,1,145578.0
2014-01-28,6,1,1,158828.0
2014-01-28,7,1,1,185880.0
2014-01-28,8,1,1,206589.0
2014-01-28,9,1,1,213825.0
2014-01-28,10,1,1,217363.0
2014-01-28,11,1,1,217319.0
2014-01-28,12,1,1,216316.0
2014-01-28,13,1,1,216306.0
2014-01-28,14,1,1,209042.0
2014-01-28,15,1,1,205717.0
2014-01-28,16,1,1,205365.0
2014-01-28,17,1,1,207885.0
2014-01-28,18,1,1,216137.0
2014-01-28,19,1,1,227903.0
2014-01-28,20,1,1,228744.0
2014-01-28,21,1,1,222778.0
2014-01-28,22,1,1,206068.0
2014-01-28,23,1,1,186019.0
2014-01-29,0,2,1,170097.0
2014-01-29,1,2,1,155584.0
2014-01-29,2,2,1,147720.0
2014-01-29,3,2,1,144215.0
2014-01-29,4,2,1,144183.0
2014-01-29,5,2,1,147175.0
2014-01-29,6,2,1,161159.0
2014-01-29,7,2,1,187223.0
2014-01-29,8,2,1,206644.0
2014-01-29,9,2,1,212717.0
2014-01-29,10,2,1,216534.0
2014-01-29,11,2,1,216450.0
2014-01-29,12,2,1,213832.0
2014-01-29,13,2,1,211945.0
2014-01-29,14,2,1,202747.0
2014-01-29,15,2,1,197590.0
2014-01-29,16,2,1,199454.0
2014-01-29,17,2,1,204473.0
2014-01-29,18,2,1,211297.0
2014-01-29,19,2,1,223625.0
2014-01-29,20,2,1,224718.0
2014-01-29,21,2,1,220263.0
2014-01-29,22,2,1,204709.0
2014-01-29,23,2,1,185457.0
2014-01-30,0,3,1,168889.0
2014-01-30,1,3,1,154249.0
2014-01-30,2,3,1,146661.0
2014-01-30,3,3,1,143184.0
2014-01-30,4,3,1,141863.0
2014-01-30,5,3,1,145182.0
2014-01-30,6,3,1,158994.0
2014-01-30,7,3,1,186087.0
2014-01-30,8,3,1,206081.0
2014-01-30,9,3,1,213528.0
2014-01-30,10,3,1,217418.0
2014-01-30,11,3,1,216370.0
2014-01-30,12,3,1,214927.0
2014-01-30,13,3,1,214016.0
2014-01-30,14,3,1,205779.0
2014-01-30,15,3,1,201330.0
2014-01-30,16,3,1,201123.0
2014-01-30,17,3,1,203613.0
2014-01-30,18,3,1,210944.0
2014-01-30,19,3,1,224741.0
2014-01-30,20,3,1,227096.0
2014-01-30,21,3,1,223181.0
2014-01-30,22,3,1,207558.0
2014-01-30,23,3,1,188990.0
2014-01-31,0,4,1,172103.0
2014-01-31,1,4,1,158428.0
2014-01-31,2,4,1,149145.0
2014-01-31,3,4,1,145211.0
2014-01-31,4,4,1,144851.0
2014-01-31,5,4,1,147364.0
2014-01-31,6,4,1,159712.0
2014-01-31,7,4,1,186328.0
2014-01-31,8,4,1,205179.0
2014-01-31,9,4,1,212286.0
2014-01-31,10,4,1,216113.0
2014-01-31,11,4,1,215684.0
2014-01-31,12,4,1,213043.0
2014-01-31,13,4,1,212612.0
2014-01-31,14,4,1,205431.0
2014-01-31,15,4,1,200031.0
2014-01-31,16,4,1,198414.0
2014-01-31,17,4,1,198282.0
2014-01-31,18,4,1,204254.0
2014-01-31,19,4,1,216564.0
2014-01-31,20,4,1,215911.0
2014-01-31,21,4,1,213669.0
2014-01-31,22,4,1,201596.0
2014-01-31,23,4,1,186430.0
2014-02-01,0,5,1,172504.0
2014-02-01,1,5,1,156851.0
2014-02-01,2,5,1,146450.0
2014-02-01,3,5,1,141917.0
2014-02-01,4,5,1,138949.0
2014-02-01,5,5,1,138358.0
2014-02-01,6,5,1,140189.0
2014-02-01,7,5,1,146361.0
2014-02-01,8,5,1,155705.0
2014-02-01,9,5,1,172290.0
2014-02-01,10,5,1,187930.0
2014-02-01,11,5,1,190782.0
2014-02-01,12,5,1,189229.0
2014-02-01,13,5,1,190502.0
2014-02-01,14,5,1,187290.0
2014-02-01,15,5,1,177968.0
2014-02-01,16,5,1,174077.0
2014-02-01,17,5,1,170848.0
2014-02-01,18,5,1,177915.0
2014-02-01,19,5,1,192812.0
2014-02-01,20,5,1,195820.0
2014-02-01,21,5,1,195879.0
2014-02-01,22,5,1,188371.0
2014-02-01,23,5,1,176025.0
2014-02-02,0,6,1,161553.0
2014-02-02,1,6,1,147444.0
2014-02-02,2,6,1,136470.0
2014-02-02,3,6,1,130628.0
2014-02-02,4,6,1,128630.0
2014-02-02,5,6,1,127693.0
2014-02-02,6,6,1,130468.0
2014-02-02,7,6,1,134309.0
2014-02-02,8,6,1,136503.0
