date,value,weekday,working_day
2016-04-01,4204350.0,4,1
2016-04-02,3797923.0,5,1
2016-04-03,3566575.0,6,1
2016-04-04,4260627.0,0,1
2016-04-05,4336048.0,1,1
2016-04-06,4242070.0,2,1
2016-04-07,4197851.0,3,1
2016-04-08,4225203.0,4,1
2016-04-09,3763676.0,5,1
2016-04-10,3502631.0,6,1
2016-04-11,4188042.0,0,1
2016-04-12,4287130.0,1,1
2016-04-13,4218461.0,2,1
2016-04-14,4198201.0,3,1
2016-04-15,4147423.0,4,1
2016-04-16,3734858.0,5,1
2016-04-17,3443921.0,6,1
2016-04-18,4063234.0,0,1
2016-04-19,4198125.0,1,1
2016-04-20,4214752.0,2,1
2016-04-21,4150532.0,3,1
2016-04-22,4096698.0,4,1
2016-04-23,3611784.0,5,1
2016-04-24,3329699.0,6,1
2016-04-25,3945570.0,0,1
2016-04-26,4034697.0,1,1
2016-04-27,4072653.0,2,1
2016-04-28,4069194.0,3,1
2016-04-29,4037827.0,4,1
2016-04-30,3605546.0,5,1
2016-05-01,3182876.0,6,0
2016-05-02,3637298.0,0,1
2016-05-03,3970019.0,1,1
2016-05-04,4014040.0,2,1
2016-05-05,4020030.0,3,1
2016-05-06,4023721.0,4,1
2016-05-07,3604586.0,5,1
2016-05-08,3340416.0,6,1
2016-05-09,3994722.0,0,1
2016-05-10,4084604.0,1,1
2016-05-11,4070929.0,2,1
2016-05-12,4061859.0,3,1
2016-05-13,4020985.0,4,1
2016-05-14,3577886.0,5,1
2016-05-15,3236048.0,6,1
2016-05-16,3662703.0,0,1
2016-05-17,3902671.0,1,1
2016-05-18,4008042.0,2,1
2016-05-19,3996020.0,3,1
2016-05-20,4001976.0,4,1
2016-05-21,3606898.0,5,1
2016-05-22,3321440.0,6,1
2016-05-23,3898145.0,0,1
2016-05-24,3987237.0,1,1
2016-05-25,4048201.0,2,1
2016-05-26,4033389.0,3,1
2016-05-27,4027423.0,4,1
2016-05-28,3615582.0,5,1
2016-05-29,3278667.0,6,1
2016-05-30,3896784.0,0,1
2016-05-31,3973144.0,1,1
2016-06-01,4009599.0,2,1
2016-06-02,4047439.0,3,1
2016-06-03,4066481.0,4,1
2016-06-04,3641794.0,5,1
2016-06-05,3362076.0,6,1
2016-06-06,4023223.0,0,1
2016-06-07,4196890.0,1,1
2016-06-08,4301144.0,2,1
2016-06-09,4353819.0,3,1
2016-06-10,4279340.0,4,1
2016-06-11,3773635.0,5,1
2016-06-12,3460763.0,6,1
2016-06-13,4274834.0,0,1
2016-06-14,4344795.0,1,1
2016-06-15,4260534.0,2,1
2016-06-16,4049827.0,3,1
2016-06-17,4020938.0,4,1
2016-06-18,3650830.0,5,1
2016-06-19,3367449.0,6,1
2016-06-20,4040927.0,0,1
2016-06-21,4220616.0,1,1
2016-06-22,4282903.0,2,1
2016-06-23,4253083.0,3,1
2016-06-24,4050963.0,4,1
2016-06-25,3856839.0,5,1
2016-06-26,3507066.0,6,1
2016-06-27,4225966.0,0,1
2016-06-28,4428357.0,1,1
2016-06-29,4428015.0,2,1
2016-06-30,4456206.0,3,1
2016-07-01,4419561.0,4,1
2016-07-02,3971390.0,5,1
2016-07-03,3684349.0,6,1
2016-07-04,4363664.0,0,1
2016-07-05,4516582.0,1,1
2016-07-06,4555159.0,2,1
2016-07-07,4489345.0,3,1
2016-07-08,4522307.0,4,1
2016-07-09,4137366.0,5,1
2016-07-10,3844275.0,6,1
2016-07-11,4641059.0,0,1
2016-07-12,4644542.0,1,1
2016-07-13,4464697.0,2,1
2016-07-14,4375776.0,3,1
2016-07-15,4317732.0,4,1
2016-07-16,3902508.0,5,1
2016-07-17,3609743.0,6,1
2016-07-18,4414908.0,0,1
2016-07-19,4575745.0,1,1
2016-07-20,4664260.0,2,1
2016-07-21,4654037.0,3,1
2016-07-22,4525617.0,4,1
2016-07-23,3969483.0,5,1
2016-07-24,3641549.0,6,1
2016-07-25,4244635.0,0,1
2016-07-26,4634070.0,1,1
2016-07-27,4650413.0,2,1
2016-07-28,4640066.0,3,1
2016-07-29,4613819.0,4,1
2016-07-30,4132161.0,5,1
2016-07-31,3762651.0,6,1
2016-08-01,4382160.0,0,1
2016-08-02,4477342.0,1,1
2016-08-03,4524834.0,2,1
2016-08-04,4513794.0,3,1
2016-08-05,4393911.0,4,1
2016-08-06,3901593.0,5,1
2016-08-07,3591797.0,6,1
2016-08-08,4225683.0,0,1
2016-08-09,4271971.0,1,1
2016-08-10,4100205.0,2,1
2016-08-11,4078468.0,3,1
2016-08-12,4116172.0,4,1
2016-08-13,3765043.0,5,1
2016-08-14,3472110.0,6,1
2016-08-15,3563984.0,0,0
2016-08-16,4097612.0,1,1
2016-08-17,4177936.0,2,1
2016-08-18,4250071.0,3,1
2016-08-19,4278335.0,4,1
2016-08-20,3951404.0,5,1
2016-08-21,3593222.0,6,1
2016-08-22,4308731.0,0,1
2016-08-23,4421418.0,1,1
2016-08-24,4409792.0,2,1
2016-08-25,4375675.0,3,1
2016-08-26,4372879.0,4,1
2016-08-27,3974964.0,5,1
2016-08-28,3749972.0,6,1
2016-08-29,4475607.0,0,1
2016-08-30,4513011.0,1,1
2016-08-31,4522984.0,2,1
2016-09-01,4544574.0,3,1
2016-09-02,4580697.0,4,1
2016-09-03,4161273.0,5,1
2016-09-04,3923656.0,6,1
2016-09-05,4776426.0,0,1
2016-09-06,4905042.0,1,1
2016-09-07,4876670.0,2,1
2016-09-08,4583694.0,3,1
2016-09-09,4517574.0,4,1
2016-09-10,4022591.0,5,1
2016-09-11,3715601.0,6,1
2016-09-12,4449789.0,0,1
2016-09-13,4419070.0,1,1
2016-09-14,4157703.0,2,1
2016-09-15,4077582.0,3,1
2016-09-16,4069734.0,4,1
2016-09-17,3665368.0,5,1
2016-09-18,3377806.0,6,1
2016-09-19,4005146.0,0,1
2016-09-20,4145970.0,1,1
2016-09-21,4138787.0,2,1
2016-09-22,4175731.0,3,1
2016-09-23,4142510.0,4,1
2016-09-24,3662139.0,5,1
2016-09-25,3375048.0,6,1
2016-09-26,4053808.0,0,1
2016-09-27,4177614.0,1,1
2016-09-28,4200725.0,2,1
2016-09-29,4129857.0,3,1
2016-09-30,4110902.0,4,1
2016-10-01,3672294.0,5,1
2016-10-02,3381771.0,6,1
2016-10-03,4038029.0,0,1
2016-10-04,4171889.0,1,1
2016-10-05,4178478.0,2,1
2016-10-06,4161049.0,3,1
2016-10-07,4060442.0,4,1
2016-10-08,3640962.0,5,1
2016-10-09,3358283.0,6,1
2016-10-10,3971792.0,0,1
2016-10-11,4011283.0,1,1
2016-10-12,3488782.0,2,0
2016-10-13,3964696.0,3,1
2016-10-14,3935513.0,4,1
2016-10-15,3543758.0,5,1
2016-10-16,3301738.0,6,1
2016-10-17,4022623.0,0,1
2016-10-18,4112463.0,1,1
2016-10-19,4093353.0,2,1
2016-10-20,4074854.0,3,1
2016-10-21,4052611.0,4,1
2016-10-22,3673175.0,5,1
2016-10-23,3410619.0,6,1
2016-10-24,4049901.0,0,1
2016-10-25,4129041.0,1,1
2016-10-26,4109000.0,2,1
2016-10-27,4099005.0,3,1
2016-10-28,4067073.0,4,1
2016-10-29,3594130.0,5,1
2016-10-30,3398318.0,6,1
2016-10-31,3612119.0,0,1
2016-11-01,3348173.0,1,0
2016-11-02,3984912.0,2,1
2016-11-03,4066493.0,3,1
2016-11-04,4141739.0,4,1
2016-11-05,3708950.0,5,1
2016-11-06,3392867.0,6,1
2016-11-07,4111004.0,0,1
2016-11-08,4293895.0,1,1
2016-11-09,4311880.0,2,1
2016-11-10,4317922.0,3,1
2016-11-11,4296719.0,4,1
2016-11-12,3825234.0,5,1
2016-11-13,3532367.0,6,1
2016-11-14,4220567.0,0,1
2016-11-15,4370518.0,1,1
2016-11-16,4350822.0,2,1
2016-11-17,4361961.0,3,1
2016-11-18,4334129.0,4,1
2016-11-19,3863442.0,5,1
2016-11-20,3645532.0,6,1
2016-11-21,4323299.0,0,1
2016-11-22,4429321.0,1,1
2016-11-23,4442709.0,2,1
2016-11-24,4465339.0,3,1
2016-11-25,4503092.0,4,1
2016-11-26,4069119.0,5,1
2016-11-27,3756321.0,6,1
2016-11-28,4386633.0,0,1
2016-11-29,4514471.0,1,1
2016-11-30,4490856.0,2,1
2016-12-01,4501688.0,3,1
2016-12-02,4452483.0,4,1
2016-12-03,4042347.0,5,1
2016-12-04,3754932.0,6,1
2016-12-05,4191734.0,0,1
2016-12-06,3868373.0,1,0
2016-12-07,4214659.0,2,1
2016-12-08,3774266.0,3,0
2016-12-09,4059655.0,4,1
2016-12-10,3850880.0,5,1
2016-12-11,3687823.0,6,1
2016-12-12,4395617.0,0,1
2016-12-13,4558072.0,1,1
2016-12-14,4599404.0,2,1
2016-12-15,4613321.0,3,1
2016-12-16,4582077.0,4,1
2016-12-17,4079742.0,5,1
2016-12-18,3870683.0,6,1
2016-12-19,4622850.0,0,1
2016-12-20,4632245.0,1,1
2016-12-21,4580737.0,2,1
2016-12-22,4491727.0,3,1
2016-12-23,4266364.0,4,1
2016-12-24,3663884.0,5,1
2016-12-25,3213388.0,6,0
2016-12-26,3520763.0,0,1
2016-12-27,4070905.0,1,1
2016-12-28,4110011.0,2,1
2016-12-29,4124830.0,3,1
2016-12-30,4109392.0,4,1
2016-12-31,3773492.0,5,1
2017-01-01,3381053.0,6,0
2017-01-02,4173470.0,0,1
2017-01-03,4502446.0,1,1
2017-01-04,4476001.0,2,1
2017-01-05,4278091.0,3,1
2017-01-06,3649559.0,4,0
2017-01-07,3986056.0,5,1
2017-01-08,3908323.0,6,1
2017-01-09,4662691.0,0,1
2017-01-10,4817229.0,1,1
2017-01-11,4686206.0,2,1
2017-01-12,4623450.0,3,1
2017-01-13,4598818.0,4,1
2017-01-14,4243333.0,5,1
2017-01-15,3994324.0,6,1
2017-01-16,4694239.0,0,1
2017-01-17,4833658.0,1,1
2017-01-18,5044366.0,2,1
2017-01-19,5084123.0,3,1
2017-01-20,5004061.0,4,1
2017-01-21,4398408.0,5,1
2017-01-22,4052234.0,6,1
2017-01-23,4775995.0,0,1
2017-01-24,4812885.0,1,1
2017-01-25,4854253.0,2,1
2017-01-26,4902866.0,3,1
2017-01-27,4800124.0,4,1
2017-01-28,4226654.0,5,1
2017-01-29,3927191.0,6,1
2017-01-30,4557883.0,0,1
2017-01-31,4567290.0,1,1
2017-02-01,4533658.0,2,1
2017-02-02,4546263.0,3,1
2017-02-03,4480232.0,4,1
2017-02-04,3993073.0,5,1
2017-02-05,3733989.0,6,1
2017-02-06,4413961.0,0,1
2017-02-07,4448466.0,1,1
2017-02-08,4493206.0,2,1
2017-02-09,4568762.0,3,1
2017-02-10,4623226.0,4,1
2017-02-11,4162125.0,5,1
2017-02-12,3825904.0,6,1
2017-02-13,4455356.0,0,1
2017-02-14,4490191.0,1,1
2017-02-15,4405234.0,2,1
2017-02-16,4423118.0,3,1
2017-02-17,4389090.0,4,1
2017-02-18,3983267.0,5,1
2017-02-19,3674523.0,6,1
2017-02-20,4316272.0,0,1
2017-02-21,4384110.0,1,1
2017-02-22,4387764.0,2,1
2017-02-23,4412955.0,3,1
2017-02-24,4351079.0,4,1
2017-02-25,3904594.0,5,1
2017-02-26,3624825.0,6,1
2017-02-27,4210435.0,0,1
2017-02-28,4253936.0,1,1
2017-03-01,4351003.0,2,1
2017-03-02,4340159.0,3,1
2017-03-03,4397957.0,4,1
2017-03-04,3998132.0,5,1
2017-03-05,3692567.0,6,1
2017-03-06,4204483.0,0,1
2017-03-07,4257874.0,1,1
2017-03-08,4190419.0,2,1
2017-03-09,4156950.0,3,1
2017-03-10,4091382.0,4,1
2017-03-11,3653685.0,5,1
2017-03-12,3382962.0,6,1
2017-03-13,4191738.0,0,1
2017-03-14,4279943.0,1,1
2017-03-15,4175118.0,2,1
2017-03-16,4169231.0,3,1
2017-03-17,4114304.0,4,1
2017-03-18,3636705.0,5,1
2017-03-19,3351410.0,6,1
2017-03-20,3930822.0,0,1
2017-03-21,4165785.0,1,1
2017-03-22,4270268.0,2,1
2017-03-23,4364172.0,3,1
2017-03-24,4410080.0,4,1
2017-03-25,3994514.0,5,1
2017-03-26,3466646.0,6,1
2017-03-27,4277111.0,0,1
2017-03-28,4245984.0,1,1
2017-03-29,4192440.0,2,1
2017-03-30,4123463.0,3,1
2017-03-31,4104620.0,4,1
2017-04-01,3685816.0,5,1
2017-04-02,3441879.0,6,1
2017-04-03,4045020.0,0,1
2017-04-04,4127321.0,1,1
2017-04-05,4107036.0,2,1
2017-04-06,4084623.0,3,1
2017-04-07,4056917.0,4,1
2017-04-08,3663243.0,5,1
2017-04-09,3352380.0,6,1
2017-04-10,3915050.0,0,1
2017-04-11,3975051.0,1,1
2017-04-12,3908364.0,2,1
2017-04-13,3394971.0,3,0
2017-04-14,3121888.0,4,0
2017-04-15,3269039.0,5,1
2017-04-16,3096718.0,6,1
2017-04-17,3428105.0,0,1
2017-04-18,3909981.0,1,1
2017-04-19,4035125.0,2,1
2017-04-20,4051774.0,3,1
2017-04-21,4030880.0,4,1
2017-04-22,3652733.0,5,1
2017-04-23,3334615.0,6,1
2017-04-24,3825866.0,0,1
2017-04-25,4057582.0,1,1
2017-04-26,4098752.0,2,1
2017-04-27,4142114.0,3,1
2017-04-28,4115976.0,4,1
2017-04-29,3699710.0,5,1
2017-04-30,3375737.0,6,1
2017-05-01,3243413.0,0,0
2017-05-02,3867400.0,1,1
2017-05-03,4052745.0,2,1
2017-05-04,4075971.0,3,1
2017-05-05,4057415.0,4,1
2017-05-06,3633234.0,5,1
2017-05-07,3312010.0,6,1
2017-05-08,3939752.0,0,1
2017-05-09,4065671.0,1,1
2017-05-10,4092660.0,2,1
2017-05-11,4071664.0,3,1
2017-05-12,4024003.0,4,1
2017-05-13,3615996.0,5,1
2017-05-14,3299338.0,6,1
2017-05-15,3883899.0,0,1
2017-05-16,4112576.0,1,1
2017-05-17,4096662.0,2,1
2017-05-18,4065070.0,3,1
2017-05-19,3995826.0,4,1
2017-05-20,3616796.0,5,1
2017-05-21,3362491.0,6,1
2017-05-22,4006449.0,0,1
2017-05-23,4155068.0,1,1
2017-05-24,4218558.0,2,1
2017-05-25,4275702.0,3,1
2017-05-26,4254894.0,4,1
2017-05-27,3804020.0,5,1
2017-05-28,3440097.0,6,1
2017-05-29,4053815.0,0,1
2017-05-30,4131495.0,1,1
2017-05-31,4162276.0,2,1
2017-06-01,4219700.0,3,1
2017-06-02,4250801.0,4,1
2017-06-03,3806075.0,5,1
2017-06-04,3397921.0,6,1
2017-06-05,3944311.0,0,1
2017-06-06,4164669.0,1,1
2017-06-07,4233948.0,2,1
2017-06-08,4316306.0,3,1
2017-06-09,4301364.0,4,1
2017-06-10,3909343.0,5,1
2017-06-11,3683190.0,6,1
2017-06-12,4476332.0,0,1
2017-06-13,4662058.0,1,1
2017-06-14,4745095.0,2,1
2017-06-15,4773300.0,3,1
2017-06-16,4773646.0,4,1
2017-06-17,4395496.0,5,1
2017-06-18,4051117.0,6,1
2017-06-19,4771775.0,0,1
2017-06-20,4857595.0,1,1
2017-06-21,4856288.0,2,1
2017-06-22,4864783.0,3,1
2017-06-23,4735135.0,4,1
2017-06-24,4213958.0,5,1
2017-06-25,3896300.0,6,1
2017-06-26,4551551.0,0,1
2017-06-27,4579739.0,1,1
2017-06-28,4428841.0,2,1
2017-06-29,4209249.0,3,1
2017-06-30,4112820.0,4,1
2017-07-01,3723631.0,5,1
2017-07-02,3470454.0,6,1
2017-07-03,4195965.0,0,1
2017-07-04,4429127.0,1,1
2017-07-05,4497842.0,2,1
2017-07-06,4429940.0,3,1
2017-07-07,4364920.0,4,1
2017-07-08,3896488.0,5,1
2017-07-09,3620509.0,6,1
2017-07-10,4401040.0,0,1
2017-07-11,4580463.0,1,1
2017-07-12,4763888.0,2,1
2017-07-13,4896480.0,3,1
2017-07-14,4844664.0,4,1
2017-07-15,4306050.0,5,1
2017-07-16,3926310.0,6,1
2017-07-17,4702883.0,0,1
2017-07-18,4840305.0,1,1
2017-07-19,4778632.0,2,1
2017-07-20,4630770.0,3,1
2017-07-21,4519409.0,4,1
2017-07-22,4052372.0,5,1
2017-07-23,3706518.0,6,1
2017-07-24,4344797.0,0,1
2017-07-25,4346657.0,1,1
2017-07-26,4503802.0,2,1
2017-07-27,4660393.0,3,1
2017-07-28,4677143.0,4,1
2017-07-29,4232292.0,5,1
2017-07-30,3905945.0,6,1
2017-07-31,4433054.0,0,1
2017-08-01,4558714.0,1,1
2017-08-02,4591874.0,2,1
2017-08-03,4685032.0,3,1
2017-08-04,4763935.0,4,1
2017-08-05,4300341.0,5,1
2017-08-06,3879209.0,6,1
2017-08-07,4494456.0,0,1
2017-08-08,4420740.0,1,1
2017-08-09,4218928.0,2,1
2017-08-10,4036402.0,3,1
2017-08-11,4044295.0,4,1
2017-08-12,3736148.0,5,1
2017-08-13,3490098.0,6,1
2017-08-14,3958408.0,0,1
2017-08-15,3751393.0,1,0
2017-08-16,4223631.0,2,1
2017-08-17,4322685.0,3,1
2017-08-18,4390881.0,4,1
2017-08-19,3972733.0,5,1
2017-08-20,3694259.0,6,1
2017-08-21,4420246.0,0,1
2017-08-22,4532483.0,1,1
2017-08-23,4543556.0,2,1
2017-08-24,4518284.0,3,1
2017-08-25,4476206.0,4,1
2017-08-26,4058534.0,5,1
2017-08-27,3711530.0,6,1
2017-08-28,4344175.0,0,1
2017-08-29,4334517.0,1,1
2017-08-30,4262065.0,2,1
2017-08-31,4264304.0,3,1
2017-09-01,4201096.0,4,1
2017-09-02,3776631.0,5,1
2017-09-03,3522550.0,6,1
2017-09-04,4246168.0,0,1
2017-09-05,4466730.0,1,1
2017-09-06,4494635.0,2,1
2017-09-07,4442131.0,3,1
2017-09-08,4294967.0,4,1
2017-09-09,3781652.0,5,1
2017-09-10,3428087.0,6,1
2017-09-11,3994800.0,0,1
2017-09-12,4266454.0,1,1
2017-09-13,4342781.0,2,1
2017-09-14,4344094.0,3,1
2017-09-15,4139781.0,4,1
2017-09-16,3655345.0,5,1
2017-09-17,3382738.0,6,1
2017-09-18,4044529.0,0,1
2017-09-19,4163854.0,1,1
2017-09-20,4186617.0,2,1
2017-09-21,4194112.0,3,1
2017-09-22,4186155.0,4,1
2017-09-23,3758538.0,5,1
2017-09-24,3464181.0,6,1
2017-09-25,4102075.0,0,1
2017-09-26,4212861.0,1,1
2017-09-27,4226426.0,2,1
2017-09-28,4214969.0,3,1
2017-09-29,4200619.0,4,1
2017-09-30,3746255.0,5,1
2017-10-01,3433391.0,6,1
2017-10-02,4140565.0,0,1
2017-10-03,4162692.0,1,1
2017-10-04,4264548.0,2,1
2017-10-05,4290755.0,3,1
2017-10-06,4244847.0,4,1
2017-10-07,3719332.0,5,1
2017-10-08,3429665.0,6,1
2017-10-09,4005998.0,0,1
2017-10-10,4168701.0,1,1
2017-10-11,4139265.0,2,1
2017-10-12,3553048.0,3,0
2017-10-13,3813382.0,4,1
2017-10-14,3628556.0,5,1
2017-10-15,3378043.0,6,1
2017-10-16,4071064.0,0,1
2017-10-17,4146309.0,1,1
2017-10-18,4152021.0,2,1
2017-10-19,4068248.0,3,1
2017-10-20,4077045.0,4,1
2017-10-21,3638069.0,5,1
2017-10-22,3336388.0,6,1
2017-10-23,4001023.0,0,1
2017-10-24,4127609.0,1,1
2017-10-25,4163694.0,2,1
2017-10-26,4126446.0,3,1
2017-10-27,4085376.0,4,1
2017-10-28,3587079.0,5,1
2017-10-29,3429856.0,6,1
2017-10-30,3981650.0,0,1
2017-10-31,4098787.0,1,1
2017-11-01,3495098.0,2,0
2017-11-02,4034229.0,3,1
2017-11-03,4109962.0,4,1
2017-11-04,3668595.0,5,1
2017-11-05,3364974.0,6,1
2017-11-06,4051037.0,0,1
2017-11-07,4214089.0,1,1
2017-11-08,4284914.0,2,1
2017-11-09,4284446.0,3,1
2017-11-10,4326575.0,4,1
2017-11-11,3867724.0,5,1
2017-11-12,3560296.0,6,1
2017-11-13,4268237.0,0,1
2017-11-14,4446431.0,1,1
2017-11-15,4513728.0,2,1
2017-11-16,4514065.0,3,1
2017-11-17,4443385.0,4,1
2017-11-18,3962923.0,5,1
2017-11-19,3675272.0,6,1
2017-11-20,4405417.0,0,1
2017-11-21,4510122.0,1,1
2017-11-22,4559226.0,2,1
2017-11-23,4483532.0,3,1
2017-11-24,4430726.0,4,1
2017-11-25,3978569.0,5,1
2017-11-26,3699641.0,6,1
2017-11-27,4498831.0,0,1
2017-11-28,4646046.0,1,1
2017-11-29,4668600.0,2,1
2017-11-30,4695378.0,3,1
2017-12-01,4749603.0,4,1
2017-12-02,4372288.0,5,1
2017-12-03,4089073.0,6,1
2017-12-04,4808581.0,0,1
2017-12-05,4871830.0,1,1
2017-12-06,4341100.0,2,0
2017-12-07,4467540.0,3,1
2017-12-08,4115422.0,4,0
2017-12-09,4079991.0,5,1
2017-12-10,3898001.0,6,1
2017-12-11,4591850.0,0,1
2017-12-12,4726325.0,1,1
2017-12-13,4803493.0,2,1
2017-12-14,4738934.0,3,1
2017-12-15,4598951.0,4,1
2017-12-16,4158641.0,5,1
2017-12-17,3962674.0,6,1
2017-12-18,4743332.0,0,1
2017-12-19,4775188.0,1,1
2017-12-20,4786884.0,2,1
2017-12-21,4697641.0,3,1
2017-12-22,4534334.0,4,1
2017-12-23,3997941.0,5,1
2017-12-24,3668828.0,6,1
2017-12-25,3392811.0,0,0
2017-12-26,3993045.0,1,1
2017-12-27,4226661.0,2,1
2017-12-28,4185891.0,3,1
2017-12-29,4055425.0,4,1
2017-12-30,3699914.0,5,1
2017-12-31,3486057.0,6,1
2018-01-01,3233704.0,0,0
2018-01-02,4110332.0,1,1
2018-01-03,4294141.0,2,1
2018-01-04,4296914.0,3,1
2018-01-05,4129673.0,4,1
2018-01-06,3636636.0,5,0
2018-01-07,3846881.0,6,1
2018-01-08,4693067.0,0,1
2018-01-09,4903368.0,1,1
2018-01-10,4799158.0,2,1
2018-01-11,4782244.0,3,1
2018-01-12,4800189.0,4,1
2018-01-13,4363856.0,5,1
2018-01-14,4054691.0,6,1
2018-01-15,4779787.0,0,1
2018-01-16,4777967.0,1,1
2018-01-17,4704325.0,2,1
2018-01-18,4689460.0,3,1
2018-01-19,4651987.0,4,1
2018-01-20,4120121.0,5,1
2018-01-21,3768732.0,6,1
2018-01-22,4437649.0,0,1
2018-01-23,4527778.0,1,1
2018-01-24,4547418.0,2,1
2018-01-25,4615800.0,3,1
2018-01-26,4692842.0,4,1
2018-01-27,4210819.0,5,1
2018-01-28,3916922.0,6,1
2018-01-29,4544867.0,0,1
2018-01-30,4639016.0,1,1
2018-01-31,4626423.0,2,1
2018-02-01,4735057.0,3,1
2018-02-02,4790635.0,4,1
2018-02-03,4316321.0,5,1
2018-02-04,4102171.0,6,1
2018-02-05,4871798.0,0,1
2018-02-06,4941489.0,1,1
2018-02-07,4990293.0,2,1
2018-02-08,5040120.0,3,1
2018-02-09,4987007.0,4,1
2018-02-10,4421638.0,5,1
2018-02-11,4024308.0,6,1
2018-02-12,4747047.0,0,1
2018-02-13,4877817.0,1,1
2018-02-14,4826050.0,2,1
2018-02-15,4681896.0,3,1
2018-02-16,4573207.0,4,1
2018-02-17,4085295.0,5,1
2018-02-18,3824599.0,6,1
2018-02-19,4527493.0,0,1
2018-02-20,4575391.0,1,1
2018-02-21,4600300.0,2,1
2018-02-22,4685908.0,3,1
2018-02-23,4721030.0,4,1
2018-02-24,4227519.0,5,1
2018-02-25,3898502.0,6,1
2018-02-26,4636778.0,0,1
2018-02-27,4876829.0,1,1
2018-02-28,4801186.0,2,1
2018-03-01,4766283.0,3,1
2018-03-02,4736561.0,4,1
2018-03-03,4107667.0,5,1
2018-03-04,3782611.0,6,1
2018-03-05,4539715.0,0,1
2018-03-06,4639700.0,1,1
2018-03-07,4590777.0,2,1
2018-03-08,4548739.0,3,1
2018-03-09,4492497.0,4,1
2018-03-10,3967108.0,5,1
2018-03-11,3723204.0,6,1
2018-03-12,4416176.0,0,1
2018-03-13,4494146.0,1,1
2018-03-14,4529590.0,2,1
2018-03-15,4492738.0,3,1
2018-03-16,4434396.0,4,1
2018-03-17,4065432.0,5,1
2018-03-18,3753682.0,6,1
2018-03-19,4450795.0,0,1
2018-03-20,4748903.0,1,1
2018-03-21,4725147.0,2,1
2018-03-22,4654130.0,3,1
2018-03-23,4636433.0,4,1
2018-03-24,4187942.0,5,1
2018-03-25,3677395.0,6,1
2018-03-26,4422289.0,0,1
2018-03-27,4372462.0,1,1
2018-03-28,4203347.0,2,1
2018-03-29,3731812.0,3,0
2018-03-30,3500000.0,4,0
2018-03-31,3619762.0,5,1
2018-04-01,3419074.0,6,1
2018-04-02,3769251.0,0,1
2018-04-03,4210587.0,1,1
2018-04-04,4293784.0,2,1
2018-04-05,4204499.0,3,1
2018-04-06,4238921.0,4,1
2018-04-07,3854771.0,5,1
2018-04-08,3552865.0,6,1
2018-04-09,4228223.0,0,1
2018-04-10,4479883.0,1,1
2018-04-11,4510346.0,2,1
2018-04-12,4462620.0,3,1
2018-04-13,4423127.0,4,1
2018-04-14,3859970.0,5,1
2018-04-15,3548349.0,6,1
2018-04-16,4184035.0,0,1
2018-04-17,4193100.0,1,1
2018-04-18,4144201.0,2,1
2018-04-19,4086006.0,3,1
2018-04-20,4050453.0,4,1
2018-04-21,3640849.0,5,1
2018-04-22,3347283.0,6,1
2018-04-23,3910564.0,0,1
2018-04-24,4073802.0,1,1
2018-04-25,4105939.0,2,1
2018-04-26,4074327.0,3,1
2018-04-27,4050314.0,4,1
2018-04-28,3620626.0,5,1
2018-04-29,3341808.0,6,1
2018-04-30,3709727.0,0,1
2018-05-01,3347312.0,1,0
2018-05-02,3937681.0,2,1
2018-05-03,4117571.0,3,1
2018-05-04,4118439.0,4,1
2018-05-05,3671489.0,5,1
2018-05-06,3350454.0,6,1
2018-05-07,3999052.0,0,1
2018-05-08,4096787.0,1,1
2018-05-09,4087855.0,2,1
2018-05-10,4074929.0,3,1
2018-05-11,4062243.0,4,1
2018-05-12,3648653.0,5,1
2018-05-13,3359652.0,6,1
2018-05-14,3967651.0,0,1
2018-05-15,4027292.0,1,1
2018-05-16,4110367.0,2,1
2018-05-17,4084459.0,3,1
2018-05-18,4055356.0,4,1
2018-05-19,3640392.0,5,1
2018-05-20,3336430.0,6,1
2018-05-21,3896751.0,0,1
2018-05-22,4061689.0,1,1
2018-05-23,4119124.0,2,1
2018-05-24,4122692.0,3,1
2018-05-25,4087340.0,4,1
2018-05-26,3630016.0,5,1
2018-05-27,3322611.0,6,1
2018-05-28,3959787.0,0,1
2018-05-29,4070880.0,1,1
2018-05-30,4038056.0,2,1
2018-05-31,3999775.0,3,1
2018-06-01,4006140.0,4,1
2018-06-02,3594793.0,5,1
2018-06-03,3275537.0,6,1
2018-06-04,3944900.0,0,1
2018-06-05,4063893.0,1,1
2018-06-06,4053099.0,2,1
2018-06-07,4034176.0,3,1
2018-06-08,4043448.0,4,1
2018-06-09,3620524.0,5,1
2018-06-10,3337192.0,6,1
2018-06-11,3995385.0,0,1
2018-06-12,4129501.0,1,1
2018-06-13,4162333.0,2,1
2018-06-14,4168369.0,3,1
2018-06-15,4158847.0,4,1
2018-06-16,3787244.0,5,1
2018-06-17,3501438.0,6,1
2018-06-18,4201533.0,0,1
2018-06-19,4346550.0,1,1
2018-06-20,4434426.0,2,1
2018-06-21,4491282.0,3,1
2018-06-22,4491838.0,4,1
2018-06-23,4041033.0,5,1
2018-06-24,3729748.0,6,1
2018-06-25,4454134.0,0,1
2018-06-26,4567795.0,1,1
2018-06-27,4547616.0,2,1
2018-06-28,4494097.0,3,1
2018-06-29,4410220.0,4,1
2018-06-30,3989603.0,5,1
2018-07-01,3649546.0,6,1
