date,hour,value
07/04/2015,11,123.91
07/04/2015,12,117.69
07/04/2015,13,118.12
07/04/2015,14,116.65
07/04/2015,15,113.61
07/04/2015,16,109.76
07/04/2015,17,110.88
07/04/2015,18,110.77
07/04/2015,19,111.7
07/04/2015,20,121.5
07/04/2015,21,133.63
07/04/2015,22,122.64
07/04/2015,23,116.1
08/04/2015,0,117.39
08/04/2015,1,103.43
08/04/2015,2,101.19
08/04/2015,3,100.83
08/04/2015,4,99.67
08/04/2015,5,100.04
08/04/2015,6,101.94
08/04/2015,7,108.19
08/04/2015,8,112.71
08/04/2015,9,111.92
08/04/2015,10,110.09
08/04/2015,11,111.18
08/04/2015,12,112.11
08/04/2015,13,112.66
08/04/2015,14,114.78
08/04/2015,15,113.87
08/04/2015,16,112.23
08/04/2015,17,111.45
08/04/2015,18,112.69
08/04/2015,19,115.92
08/04/2015,20,122.85
08/04/2015,21,134.71
08/04/2015,22,133.14
08/04/2015,23,128.11
09/04/2015,0,129.55
09/04/2015,1,123.85
09/04/2015,2,117.5
09/04/2015,3,113.85
09/04/2015,4,113.46
09/04/2015,5,115.34
09/04/2015,6,121.4
09/04/2015,7,122.5
09/04/2015,8,124.4
09/04/2015,9,125.36
09/04/2015,10,125.88
09/04/2015,11,125.34
09/04/2015,12,124.35
09/04/2015,13,125.08
09/04/2015,14,125.05
09/04/2015,15,122.33
09/04/2015,16,121.83
09/04/2015,17,121.0
09/04/2015,18,122.53
09/04/2015,19,125.6
09/04/2015,20,131.49
09/04/2015,21,139.28
09/04/2015,22,133.27
09/04/2015,23,129.16
10/04/2015,0,135.48
10/04/2015,1,125.47
10/04/2015,2,119.67
10/04/2015,3,118.68
10/04/2015,4,118.52
10/04/2015,5,118.11
10/04/2015,6,130.59
10/04/2015,7,136.9
10/04/2015,8,137.24
10/04/2015,9,132.74
10/04/2015,10,129.97
10/04/2015,11,130.51
10/04/2015,12,130.63
10/04/2015,13,131.35
10/04/2015,14,134.28
10/04/2015,15,131.89
10/04/2015,16,130.46
10/04/2015,17,130.85
10/04/2015,18,130.66
10/04/2015,19,130.58
10/04/2015,20,134.47
10/04/2015,21,143.27
10/04/2015,22,142.33
10/04/2015,23,140.61
11/04/2015,0,134.25
11/04/2015,1,127.2
11/04/2015,2,120.93
11/04/2015,3,122.11
11/04/2015,4,120.55
11/04/2015,5,119.75
11/04/2015,6,119.75
11/04/2015,7,119.41
11/04/2015,8,123.34
11/04/2015,9,124.64
11/04/2015,10,128.57
11/04/2015,11,128.2
11/04/2015,12,125.44
11/04/2015,13,125.63
11/04/2015,14,129.57
11/04/2015,15,126.53
11/04/2015,16,120.55
11/04/2015,17,115.38
11/04/2015,18,115.22
11/04/2015,19,115.12
11/04/2015,20,125.53
11/04/2015,21,135.48
11/04/2015,22,137.12
11/04/2015,23,133.46
12/04/2015,0,132.86
12/04/2015,1,122.08
12/04/2015,2,118.24
12/04/2015,3,117.48
12/04/2015,4,111.37
12/04/2015,5,109.99
12/04/2015,6,110.07
12/04/2015,7,107.19
12/04/2015,8,105.76
12/04/2015,9,107.74
12/04/2015,10,109.85
12/04/2015,11,105.43
12/04/2015,12,101.72
12/04/2015,13,100.27
12/04/2015,14,101.58
12/04/2015,15,93.79
12/04/2015,16,85.44
12/04/2015,17,87.53
12/04/2015,18,99.0
12/04/2015,19,104.05
12/04/2015,20,115.44
12/04/2015,21,133.68
12/04/2015,22,130.76
12/04/2015,23,124.28
13/04/2015,0,121.48
13/04/2015,1,114.42
13/04/2015,2,111.55
13/04/2015,3,108.32
13/04/2015,4,106.3
13/04/2015,5,110.23
13/04/2015,6,116.59
13/04/2015,7,124.31
13/04/2015,8,127.94
13/04/2015,9,128.14
13/04/2015,10,121.93
13/04/2015,11,119.72
13/04/2015,12,116.21
13/04/2015,13,116.05
13/04/2015,14,118.92
13/04/2015,15,114.77
13/04/2015,16,112.87
13/04/2015,17,114.39
13/04/2015,18,116.41
13/04/2015,19,120.45
13/04/2015,20,127.41
13/04/2015,21,137.38
13/04/2015,22,133.13
13/04/2015,23,122.65
14/04/2015,0,116.17
14/04/2015,1,108.47
14/04/2015,2,105.39
14/04/2015,3,99.37
14/04/2015,4,99.04
14/04/2015,5,101.19
14/04/2015,6,107.23
14/04/2015,7,119.73
14/04/2015,8,122.12
14/04/2015,9,121.68
14/04/2015,10,118.63
14/04/2015,11,118.23
14/04/2015,12,113.24
14/04/2015,13,112.7
14/04/2015,14,115.77
14/04/2015,15,110.09
14/04/2015,16,108.42
14/04/2015,17,109.8
14/04/2015,18,110.72
14/04/2015,19,115.98
14/04/2015,20,121.18
14/04/2015,21,132.71
14/04/2015,22,128.31
14/04/2015,23,121.83
15/04/2015,0,119.06
15/04/2015,1,112.84
15/04/2015,2,107.97
15/04/2015,3,103.41
15/04/2015,4,103.95
15/04/2015,5,106.4
15/04/2015,6,112.56
15/04/2015,7,119.22
15/04/2015,8,122.98
15/04/2015,9,121.68
15/04/2015,10,121.22
15/04/2015,11,122.21
15/04/2015,12,122.83
15/04/2015,13,123.34
15/04/2015,14,124.5
15/04/2015,15,121.63
15/04/2015,16,121.57
15/04/2015,17,121.57
15/04/2015,18,120.97
15/04/2015,19,121.01
15/04/2015,20,128.05
15/04/2015,21,140.85
15/04/2015,22,137.07
15/04/2015,23,131.87
16/04/2015,0,136.58
16/04/2015,1,130.92
16/04/2015,2,121.86
16/04/2015,3,121.6
16/04/2015,4,118.86
16/04/2015,5,118.04
16/04/2015,6,123.95
16/04/2015,7,127.18
16/04/2015,8,126.71
16/04/2015,9,125.28
16/04/2015,10,122.34
16/04/2015,11,123.55
16/04/2015,12,123.17
16/04/2015,13,121.37
16/04/2015,14,122.53
16/04/2015,15,118.44
16/04/2015,16,115.04
16/04/2015,17,112.41
16/04/2015,18,113.04
16/04/2015,19,117.84
16/04/2015,20,126.25
16/04/2015,21,135.74
16/04/2015,22,130.34
16/04/2015,23,125.3
17/04/2015,0,136.08
17/04/2015,1,123.6
17/04/2015,2,120.65
17/04/2015,3,119.41
17/04/2015,4,118.11
17/04/2015,5,118.99
17/04/2015,6,130.36
17/04/2015,7,136.91
17/04/2015,8,135.93
17/04/2015,9,134.45
17/04/2015,10,130.13
17/04/2015,11,131.12
17/04/2015,12,131.17
17/04/2015,13,131.73
17/04/2015,14,133.11
17/04/2015,15,131.33
17/04/2015,16,129.75
17/04/2015,17,130.12
17/04/2015,18,129.92
17/04/2015,19,130.13
17/04/2015,20,136.26
17/04/2015,21,146.35
17/04/2015,22,145.4
17/04/2015,23,140.83
18/04/2015,0,136.51
18/04/2015,1,130.73
18/04/2015,2,126.46
18/04/2015,3,125.73
18/04/2015,4,127.61
18/04/2015,5,124.93
18/04/2015,6,125.04
18/04/2015,7,122.99
18/04/2015,8,127.46
18/04/2015,9,128.8
18/04/2015,10,127.15
18/04/2015,11,125.74
18/04/2015,12,120.9
18/04/2015,13,119.03
18/04/2015,14,115.59
18/04/2015,15,108.62
18/04/2015,16,105.19
18/04/2015,17,103.07
18/04/2015,18,103.9
18/04/2015,19,109.45
18/04/2015,20,123.7
18/04/2015,21,136.23
18/04/2015,22,135.9
18/04/2015,23,128.37
19/04/2015,0,132.49
19/04/2015,1,116.05
19/04/2015,2,113.93
19/04/2015,3,113.42
19/04/2015,4,110.53
19/04/2015,5,108.48
19/04/2015,6,108.94
19/04/2015,7,106.43
19/04/2015,8,108.79
19/04/2015,9,109.29
19/04/2015,10,112.54
19/04/2015,11,114.5
19/04/2015,12,115.1
19/04/2015,13,117.36
19/04/2015,14,118.93
19/04/2015,15,111.99
19/04/2015,16,110.48
19/04/2015,17,109.53
19/04/2015,18,112.6
19/04/2015,19,115.23
19/04/2015,20,133.34
19/04/2015,21,150.78
19/04/2015,22,150.99
19/04/2015,23,143.55
20/04/2015,0,141.91
20/04/2015,1,132.99
20/04/2015,2,126.73
20/04/2015,3,124.79
20/04/2015,4,124.68
20/04/2015,5,126.58
20/04/2015,6,130.61
20/04/2015,7,131.99
20/04/2015,8,133.55
20/04/2015,9,133.11
20/04/2015,10,128.6
20/04/2015,11,128.8
20/04/2015,12,128.79
20/04/2015,13,128.8
20/04/2015,14,132.43
20/04/2015,15,127.35
20/04/2015,16,124.87
20/04/2015,17,123.28
20/04/2015,18,117.79
20/04/2015,19,119.64
20/04/2015,20,127.33
20/04/2015,21,136.67
20/04/2015,22,132.94
20/04/2015,23,120.51
21/04/2015,0,120.82
21/04/2015,1,117.38
21/04/2015,2,113.2
21/04/2015,3,112.0
21/04/2015,4,112.84
21/04/2015,5,114.72
21/04/2015,6,116.15
21/04/2015,7,124.84
21/04/2015,8,129.61
21/04/2015,9,128.75
21/04/2015,10,125.73
21/04/2015,11,125.04
21/04/2015,12,123.85
21/04/2015,13,123.11
21/04/2015,14,122.47
21/04/2015,15,112.06
21/04/2015,16,110.59
21/04/2015,17,111.0
21/04/2015,18,109.52
21/04/2015,19,110.86
21/04/2015,20,123.48
21/04/2015,21,137.46
21/04/2015,22,131.63
21/04/2015,23,120.45
22/04/2015,0,119.36
22/04/2015,1,114.35
22/04/2015,2,108.87
22/04/2015,3,108.51
22/04/2015,4,109.46
22/04/2015,5,112.06
22/04/2015,6,117.32
22/04/2015,7,125.46
22/04/2015,8,129.27
22/04/2015,9,127.62
22/04/2015,10,124.93
22/04/2015,11,125.89
22/04/2015,12,125.51
22/04/2015,13,125.81
22/04/2015,14,123.04
22/04/2015,15,118.24
22/04/2015,16,114.48
22/04/2015,17,118.35
22/04/2015,18,119.13
22/04/2015,19,119.49
22/04/2015,20,131.43
22/04/2015,21,144.32
22/04/2015,22,138.01
22/04/2015,23,136.75
23/04/2015,0,141.81
23/04/2015,1,136.66
23/04/2015,2,130.02
23/04/2015,3,131.84
23/04/2015,4,131.38
23/04/2015,5,130.46
23/04/2015,6,133.12
23/04/2015,7,135.61
23/04/2015,8,136.62
23/04/2015,9,135.46
23/04/2015,10,132.89
23/04/2015,11,133.61
23/04/2015,12,133.26
23/04/2015,13,133.94
23/04/2015,14,136.61
23/04/2015,15,132.58
23/04/2015,16,131.17
23/04/2015,17,129.59
23/04/2015,18,129.79
23/04/2015,19,132.98
23/04/2015,20,138.97
23/04/2015,21,149.85
23/04/2015,22,145.37
23/04/2015,23,141.18
24/04/2015,0,143.35
24/04/2015,1,139.57
24/04/2015,2,136.24
24/04/2015,3,135.37
24/04/2015,4,132.55
24/04/2015,5,133.61
24/04/2015,6,135.61
24/04/2015,7,139.18
24/04/2015,8,138.88
24/04/2015,9,135.74
24/04/2015,10,133.68
24/04/2015,11,133.69
24/04/2015,12,133.31
24/04/2015,13,132.69
24/04/2015,14,134.14
24/04/2015,15,129.5
24/04/2015,16,127.15
24/04/2015,17,126.58
24/04/2015,18,124.61
24/04/2015,19,124.65
24/04/2015,20,129.2
24/04/2015,21,140.06
24/04/2015,22,134.57
24/04/2015,23,128.61
25/04/2015,0,138.18
25/04/2015,1,125.34
25/04/2015,2,118.0
25/04/2015,3,117.58
25/04/2015,4,113.08
25/04/2015,5,112.67
25/04/2015,6,115.63
25/04/2015,7,113.72
25/04/2015,8,118.82
25/04/2015,9,124.31
25/04/2015,10,124.1
25/04/2015,11,126.11
25/04/2015,12,124.59
25/04/2015,13,127.17
25/04/2015,14,131.05
25/04/2015,15,121.7
25/04/2015,16,118.75
25/04/2015,17,116.88
25/04/2015,18,117.72
25/04/2015,19,123.81
25/04/2015,20,130.76
25/04/2015,21,141.35
25/04/2015,22,139.7
25/04/2015,23,132.08
26/04/2015,0,121.06
26/04/2015,1,110.23
26/04/2015,2,104.06
26/04/2015,3,108.18
26/04/2015,4,104.82
26/04/2015,5,104.19
26/04/2015,6,106.52
26/04/2015,7,102.57
26/04/2015,8,107.75
26/04/2015,9,111.14
26/04/2015,10,116.09
26/04/2015,11,117.49
26/04/2015,12,121.37
26/04/2015,13,127.31
26/04/2015,14,121.8
26/04/2015,15,109.48
26/04/2015,16,99.39
26/04/2015,17,99.96
26/04/2015,18,101.81
26/04/2015,19,106.72
26/04/2015,20,112.3
26/04/2015,21,138.32
26/04/2015,22,137.87
26/04/2015,23,119.88
27/04/2015,0,119.48
27/04/2015,1,112.26
27/04/2015,2,107.05
27/04/2015,3,106.79
27/04/2015,4,105.12
27/04/2015,5,105.63
27/04/2015,6,110.64
27/04/2015,7,115.17
27/04/2015,8,119.17
27/04/2015,9,116.9
27/04/2015,10,113.85
27/04/2015,11,115.91
27/04/2015,12,118.02
27/04/2015,13,119.14
27/04/2015,14,118.66
27/04/2015,15,113.01
27/04/2015,16,110.28
27/04/2015,17,112.07
27/04/2015,18,113.34
27/04/2015,19,115.97
27/04/2015,20,121.07
27/04/2015,21,134.77
27/04/2015,22,132.98
27/04/2015,23,129.26
28/04/2015,0,131.31
28/04/2015,1,118.46
28/04/2015,2,115.91
28/04/2015,3,113.97
28/04/2015,4,113.83
28/04/2015,5,114.74
28/04/2015,6,124.53
28/04/2015,7,130.29
28/04/2015,8,132.56
28/04/2015,9,131.38
28/04/2015,10,126.94
28/04/2015,11,128.32
28/04/2015,12,129.1
28/04/2015,13,130.76
28/04/2015,14,134.35
28/04/2015,15,133.25
28/04/2015,16,131.94
28/04/2015,17,131.01
28/04/2015,18,130.22
28/04/2015,19,131.77
28/04/2015,20,136.09
28/04/2015,21,148.78
28/04/2015,22,142.38
28/04/2015,23,139.74
29/04/2015,0,140.72
29/04/2015,1,136.52
29/04/2015,2,133.52
29/04/2015,3,130.66
29/04/2015,4,128.81
29/04/2015,5,129.98
29/04/2015,6,131.84
29/04/2015,7,133.64
29/04/2015,8,136.15
29/04/2015,9,135.41
29/04/2015,10,129.2
29/04/2015,11,130.1
29/04/2015,12,129.18
29/04/2015,13,130.48
29/04/2015,14,132.04
29/04/2015,15,129.99
29/04/2015,16,126.36
29/04/2015,17,127.04
29/04/2015,18,125.77
29/04/2015,19,127.35
29/04/2015,20,134.13
29/04/2015,21,145.41
29/04/2015,22,143.78
29/04/2015,23,140.33
30/04/2015,0,138.88
30/04/2015,1,136.57
30/04/2015,2,133.23
30/04/2015,3,131.5
30/04/2015,4,129.31
30/04/2015,5,128.74
30/04/2015,6,130.36
30/04/2015,7,131.12
30/04/2015,8,131.97
30/04/2015,9,129.76
30/04/2015,10,125.53
30/04/2015,11,123.79
30/04/2015,12,124.55
30/04/2015,13,124.54
30/04/2015,14,123.88
30/04/2015,15,118.24
30/04/2015,16,116.67
30/04/2015,17,115.37
30/04/2015,18,114.57
30/04/2015,19,119.15
30/04/2015,20,126.73
30/04/2015,21,138.04
30/04/2015,22,133.72
30/04/2015,23,123.55
01/05/2015,0,123.69
01/05/2015,1,114.06
01/05/2015,2,113.99
01/05/2015,3,115.4
01/05/2015,4,111.1
01/05/2015,5,111.03
01/05/2015,6,111.55
01/05/2015,7,110.06
01/05/2015,8,111.43
01/05/2015,9,114.7
01/05/2015,10,112.42
01/05/2015,11,114.13
01/05/2015,12,114.25
01/05/2015,13,115.68
01/05/2015,14,114.71
01/05/2015,15,111.45
01/05/2015,16,110.61
01/05/2015,17,110.09
01/05/2015,18,120.97
01/05/2015,19,130.61
01/05/2015,20,133.99
01/05/2015,21,145.45
01/05/2015,22,145.85
01/05/2015,23,143.17
02/05/2015,0,133.39
02/05/2015,1,123.66
02/05/2015,2,118.97
02/05/2015,3,117.93
02/05/2015,4,117.34
02/05/2015,5,116.71
02/05/2015,6,115.88
02/05/2015,7,114.27
02/05/2015,8,119.5
02/05/2015,9,116.43
02/05/2015,10,116.62
02/05/2015,11,117.79
02/05/2015,12,115.5
02/05/2015,13,116.4
02/05/2015,14,115.54
02/05/2015,15,108.8
02/05/2015,16,103.37
02/05/2015,17,102.54
02/05/2015,18,106.36
02/05/2015,19,111.81
02/05/2015,20,120.56
02/05/2015,21,130.91
02/05/2015,22,132.53
02/05/2015,23,128.04
03/05/2015,0,114.72
03/05/2015,1,111.78
03/05/2015,2,108.1
03/05/2015,3,108.06
03/05/2015,4,107.76
03/05/2015,5,106.92
03/05/2015,6,105.97
03/05/2015,7,104.12
03/05/2015,8,108.35
03/05/2015,9,109.04
03/05/2015,10,114.97
03/05/2015,11,117.26
03/05/2015,12,117.43
03/05/2015,13,117.55
03/05/2015,14,121.65
03/05/2015,15,113.39
03/05/2015,16,111.19
03/05/2015,17,117.74
03/05/2015,18,116.6
03/05/2015,19,119.01
03/05/2015,20,132.18
03/05/2015,21,144.41
03/05/2015,22,147.21
03/05/2015,23,142.59
04/05/2015,0,136.87
04/05/2015,1,133.43
04/05/2015,2,125.44
04/05/2015,3,121.84
04/05/2015,4,117.58
04/05/2015,5,117.53
04/05/2015,6,123.87
04/05/2015,7,124.69
04/05/2015,8,129.64
04/05/2015,9,128.35
04/05/2015,10,124.11
04/05/2015,11,122.96
04/05/2015,12,119.27
04/05/2015,13,110.16
04/05/2015,14,110.67
04/05/2015,15,108.27
04/05/2015,16,106.66
04/05/2015,17,106.63
04/05/2015,18,105.5
04/05/2015,19,105.64
04/05/2015,20,110.15
04/05/2015,21,113.37
04/05/2015,22,114.11
04/05/2015,23,101.66
05/05/2015,0,98.46
05/05/2015,1,94.92
05/05/2015,2,89.83
05/05/2015,3,87.73
05/05/2015,4,94.14
05/05/2015,5,99.75
05/05/2015,6,109.02
05/05/2015,7,117.34
05/05/2015,8,126.37
05/05/2015,9,122.53
05/05/2015,10,119.77
05/05/2015,11,121.38
05/05/2015,12,121.4
05/05/2015,13,122.08
05/05/2015,14,122.33
05/05/2015,15,117.36
05/05/2015,16,114.2
05/05/2015,17,118.64
05/05/2015,18,117.97
05/05/2015,19,118.29
05/05/2015,20,126.73
05/05/2015,21,139.59
05/05/2015,22,137.31
05/05/2015,23,131.44
06/05/2015,0,135.43
06/05/2015,1,132.15
06/05/2015,2,125.73
06/05/2015,3,122.48
06/05/2015,4,122.34
06/05/2015,5,126.64
06/05/2015,6,131.0
06/05/2015,7,133.31
06/05/2015,8,139.55
06/05/2015,9,133.62
06/05/2015,10,127.29
06/05/2015,11,129.19
06/05/2015,12,131.05
06/05/2015,13,131.46
06/05/2015,14,135.67
06/05/2015,15,132.62
06/05/2015,16,131.42
06/05/2015,17,130.64
06/05/2015,18,130.49
06/05/2015,19,134.33
06/05/2015,20,137.58
06/05/2015,21,145.78
06/05/2015,22,141.77
06/05/2015,23,138.23
07/05/2015,0,134.76
07/05/2015,1,129.67
07/05/2015,2,125.21
07/05/2015,3,122.02
07/05/2015,4,118.66
07/05/2015,5,117.67
07/05/2015,6,120.23
07/05/2015,7,122.25
07/05/2015,8,129.06
07/05/2015,9,126.75
07/05/2015,10,120.01
07/05/2015,11,119.87
07/05/2015,12,120.04
07/05/2015,13,117.17
07/05/2015,14,113.19
07/05/2015,15,112.15
07/05/2015,16,110.65
07/05/2015,17,109.66
07/05/2015,18,109.63
07/05/2015,19,112.47
07/05/2015,20,120.37
07/05/2015,21,133.32
07/05/2015,22,134.05
07/05/2015,23,118.95
08/05/2015,0,108.21
08/05/2015,1,103.22
08/05/2015,2,99.82
08/05/2015,3,98.37
08/05/2015,4,95.1
08/05/2015,5,95.81
08/05/2015,6,100.86
08/05/2015,7,107.45
08/05/2015,8,108.66
08/05/2015,9,108.77
08/05/2015,10,103.75
08/05/2015,11,104.27
08/05/2015,12,103.96
08/05/2015,13,105.03
08/05/2015,14,106.43
08/05/2015,15,101.74
08/05/2015,16,105.37
08/05/2015,17,105.72
08/05/2015,18,108.74
08/05/2015,19,109.58
08/05/2015,20,121.78
08/05/2015,21,139.11
08/05/2015,22,142.78
08/05/2015,23,135.71
09/05/2015,0,136.71
09/05/2015,1,131.79
09/05/2015,2,129.54
09/05/2015,3,128.67
09/05/2015,4,127.45
09/05/2015,5,127.29
09/05/2015,6,126.25
09/05/2015,7,124.68
09/05/2015,8,129.86
09/05/2015,9,127.64
09/05/2015,10,125.29
09/05/2015,11,127.94
09/05/2015,12,126.78
09/05/2015,13,126.87
09/05/2015,14,131.22
09/05/2015,15,125.61
09/05/2015,16,123.05
09/05/2015,17,119.59
09/05/2015,18,119.33
09/05/2015,19,116.74
09/05/2015,20,121.61
09/05/2015,21,130.42
09/05/2015,22,130.19
09/05/2015,23,126.96
10/05/2015,0,129.7
10/05/2015,1,127.94
10/05/2015,2,123.53
10/05/2015,3,122.53
10/05/2015,4,117.94
10/05/2015,5,116.96
10/05/2015,6,115.59
10/05/2015,7,110.38
10/05/2015,8,113.15
10/05/2015,9,110.86
10/05/2015,10,112.1
10/05/2015,11,116.88
10/05/2015,12,115.78
10/05/2015,13,115.69
10/05/2015,14,115.04
10/05/2015,15,111.98
10/05/2015,16,110.0
10/05/2015,17,108.87
10/05/2015,18,108.71
10/05/2015,19,110.41
10/05/2015,20,112.45
10/05/2015,21,130.18
10/05/2015,22,133.58
10/05/2015,23,127.08
11/05/2015,0,136.1
11/05/2015,1,128.24
11/05/2015,2,122.21
11/05/2015,3,120.87
11/05/2015,4,118.23
11/05/2015,5,121.0
11/05/2015,6,122.59
11/05/2015,7,125.8
11/05/2015,8,127.96
11/05/2015,9,125.76
11/05/2015,10,121.84
11/05/2015,11,123.4
11/05/2015,12,123.1
11/05/2015,13,123.41
11/05/2015,14,124.82
11/05/2015,15,119.1
11/05/2015,16,116.0
11/05/2015,17,115.32
11/05/2015,18,114.49
11/05/2015,19,113.51
11/05/2015,20,122.66
11/05/2015,21,134.09
11/05/2015,22,135.53
11/05/2015,23,126.57
12/05/2015,0,129.03
12/05/2015,1,124.82
12/05/2015,2,120.95
12/05/2015,3,119.18
12/05/2015,4,121.01
12/05/2015,5,122.28
12/05/2015,6,124.37
12/05/2015,7,128.53
12/05/2015,8,131.24
12/05/2015,9,127.01
12/05/2015,10,122.9
12/05/2015,11,123.57
12/05/2015,12,123.17
12/05/2015,13,122.96
12/05/2015,14,125.1
12/05/2015,15,120.37
12/05/2015,16,116.24
12/05/2015,17,116.07
12/05/2015,18,115.61
12/05/2015,19,115.7
12/05/2015,20,123.18
12/05/2015,21,133.91
12/05/2015,22,132.35
12/05/2015,23,123.9
13/05/2015,0,125.4
13/05/2015,1,120.35
13/05/2015,2,118.4
13/05/2015,3,117.24
13/05/2015,4,117.82
13/05/2015,5,116.91
13/05/2015,6,121.23
13/05/2015,7,121.78
13/05/2015,8,125.5
13/05/2015,9,123.63
13/05/2015,10,120.77
13/05/2015,11,121.81
13/05/2015,12,119.02
13/05/2015,13,118.46
13/05/2015,14,118.72
13/05/2015,15,112.68
13/05/2015,16,109.25
13/05/2015,17,110.4
13/05/2015,18,110.63
13/05/2015,19,114.43
13/05/2015,20,121.27
13/05/2015,21,130.48
13/05/2015,22,128.23
13/05/2015,23,125.37
14/05/2015,0,129.32
14/05/2015,1,123.32
14/05/2015,2,117.49
14/05/2015,3,114.91
14/05/2015,4,111.88
14/05/2015,5,114.25
14/05/2015,6,116.78
14/05/2015,7,120.36
14/05/2015,8,125.11
14/05/2015,9,123.67
14/05/2015,10,120.33
14/05/2015,11,121.3
14/05/2015,12,118.33
14/05/2015,13,117.14
14/05/2015,14,111.99
14/05/2015,15,105.89
14/05/2015,16,103.82
14/05/2015,17,102.42
14/05/2015,18,100.89
14/05/2015,19,100.72
14/05/2015,20,104.12
14/05/2015,21,113.17
14/05/2015,22,110.06
14/05/2015,23,104.28
15/05/2015,0,105.42
15/05/2015,1,103.44
15/05/2015,2,102.23
15/05/2015,3,101.97
15/05/2015,4,101.74
15/05/2015,5,102.32
15/05/2015,6,103.75
15/05/2015,7,108.62
15/05/2015,8,117.2
15/05/2015,9,115.68
15/05/2015,10,113.03
15/05/2015,11,115.55
15/05/2015,12,117.1
15/05/2015,13,116.38
15/05/2015,14,118.85
15/05/2015,15,114.37
15/05/2015,16,112.64
15/05/2015,17,111.6
15/05/2015,18,109.41
15/05/2015,19,112.37
15/05/2015,20,116.39
15/05/2015,21,129.61
15/05/2015,22,131.67
15/05/2015,23,124.51
16/05/2015,0,119.23
16/05/2015,1,114.96
16/05/2015,2,107.56
16/05/2015,3,107.27
16/05/2015,4,104.87
16/05/2015,5,103.65
16/05/2015,6,102.37
16/05/2015,7,100.41
16/05/2015,8,103.97
16/05/2015,9,106.57
16/05/2015,10,100.48
16/05/2015,11,102.51
16/05/2015,12,102.18
16/05/2015,13,109.71
16/05/2015,14,110.78
16/05/2015,15,105.73
16/05/2015,16,102.94
16/05/2015,17,100.17
16/05/2015,18,100.23
16/05/2015,19,104.04
16/05/2015,20,101.73
16/05/2015,21,112.71
16/05/2015,22,112.91
16/05/2015,23,107.62
17/05/2015,0,107.38
17/05/2015,1,99.88
17/05/2015,2,94.42
17/05/2015,3,92.47
17/05/2015,4,89.94
17/05/2015,5,92.55
17/05/2015,6,93.78
17/05/2015,7,90.78
17/05/2015,8,97.07
17/05/2015,9,100.01
17/05/2015,10,99.85
17/05/2015,11,103.88
17/05/2015,12,105.86
17/05/2015,13,112.76
17/05/2015,14,113.83
17/05/2015,15,105.47
17/05/2015,16,103.96
17/05/2015,17,101.69
17/05/2015,18,101.29
17/05/2015,19,104.11
17/05/2015,20,112.26
17/05/2015,21,123.5
17/05/2015,22,125.6
17/05/2015,23,118.23
18/05/2015,0,131.58
18/05/2015,1,126.94
18/05/2015,2,122.81
18/05/2015,3,118.98
18/05/2015,4,116.28
18/05/2015,5,120.84
18/05/2015,6,121.94
18/05/2015,7,120.49
18/05/2015,8,123.99
18/05/2015,9,124.09
18/05/2015,10,120.97
18/05/2015,11,122.55
18/05/2015,12,122.55
18/05/2015,13,121.61
18/05/2015,14,125.47
18/05/2015,15,123.21
18/05/2015,16,123.8
18/05/2015,17,122.03
18/05/2015,18,119.7
18/05/2015,19,118.45
18/05/2015,20,120.63
18/05/2015,21,128.05
18/05/2015,22,125.32
18/05/2015,23,121.79
19/05/2015,0,117.42
19/05/2015,1,112.89
19/05/2015,2,107.8
19/05/2015,3,106.64
19/05/2015,4,106.41
19/05/2015,5,105.67
19/05/2015,6,109.12
19/05/2015,7,112.34
19/05/2015,8,108.48
19/05/2015,9,111.75
19/05/2015,10,111.44
19/05/2015,11,113.21
19/05/2015,12,116.29
19/05/2015,13,117.24
19/05/2015,14,118.39
19/05/2015,15,116.79
19/05/2015,16,115.04
19/05/2015,17,112.94
19/05/2015,18,108.76
19/05/2015,19,104.57
19/05/2015,20,105.38
19/05/2015,21,117.93
19/05/2015,22,114.51
19/05/2015,23,112.28
20/05/2015,0,115.75
20/05/2015,1,111.8
20/05/2015,2,110.72
20/05/2015,3,109.86
20/05/2015,4,109.59
20/05/2015,5,113.0
20/05/2015,6,116.84
20/05/2015,7,121.81
20/05/2015,8,128.58
20/05/2015,9,124.27
20/05/2015,10,114.53
20/05/2015,11,114.6
20/05/2015,12,114.0
20/05/2015,13,114.64
20/05/2015,14,117.01
20/05/2015,15,116.51
20/05/2015,16,113.8
20/05/2015,17,113.18
20/05/2015,18,112.96
20/05/2015,19,112.91
20/05/2015,20,116.72
20/05/2015,21,122.79
20/05/2015,22,122.12
20/05/2015,23,120.44
21/05/2015,0,118.13
21/05/2015,1,110.04
21/05/2015,2,106.92
21/05/2015,3,106.15
21/05/2015,4,105.72
21/05/2015,5,106.0
21/05/2015,6,113.65
21/05/2015,7,111.96
21/05/2015,8,114.83
21/05/2015,9,111.34
21/05/2015,10,108.15
21/05/2015,11,113.92
21/05/2015,12,118.2
21/05/2015,13,118.26
21/05/2015,14,118.27
21/05/2015,15,116.04
21/05/2015,16,115.09
21/05/2015,17,112.33
21/05/2015,18,111.98
21/05/2015,19,107.67
21/05/2015,20,108.75
21/05/2015,21,116.92
21/05/2015,22,115.47
21/05/2015,23,117.31
22/05/2015,0,120.77
22/05/2015,1,112.77
22/05/2015,2,110.94
22/05/2015,3,107.92
22/05/2015,4,107.64
22/05/2015,5,109.84
22/05/2015,6,114.37
