date,hour,value,weekday,working_day
2014/04/21,1,100.61,0,1
2014/04/21,2,98.49,0,1
2014/04/21,3,97.47,0,1
2014/04/21,4,94.11,0,1
2014/04/21,5,97.29,0,1
2014/04/21,6,99.65,0,1
2014/04/21,7,100.79,0,1
2014/04/21,8,101.97,0,1
2014/04/21,9,105.2,0,1
2014/04/21,10,106.19,0,1
2014/04/21,11,104.2,0,1
2014/04/21,12,104.58,0,1
2014/04/21,13,105.52,0,1
2014/04/21,14,102.77,0,1
2014/04/21,15,99.14,0,1
2014/04/21,16,96.77,0,1
2014/04/21,17,95.51,0,1
2014/04/21,18,94.84,0,1
2014/04/21,19,96.47,0,1
2014/04/21,20,101.25,0,1
2014/04/21,21,117.93,0,1
2014/04/21,22,113.19,0,1
2014/04/21,23,99.38,0,1
2014/04/22,0,94.06,1,1
2014/04/22,1,89.92,1,1
2014/04/22,2,89.84,1,1
2014/04/22,3,92.0,1,1
2014/04/22,4,90.23,1,1
2014/04/22,5,90.69,1,1
2014/04/22,6,98.06,1,1
2014/04/22,7,101.01,1,1
2014/04/22,8,108.77,1,1
2014/04/22,9,109.55,1,1
2014/04/22,10,108.57,1,1
2014/04/22,11,101.96,1,1
2014/04/22,12,100.66,1,1
2014/04/22,13,100.04,1,1
2014/04/22,14,96.9,1,1
2014/04/22,15,93.01,1,1
2014/04/22,16,90.49,1,1
2014/04/22,17,91.06,1,1
2014/04/22,18,89.18,1,1
2014/04/22,19,92.16,1,1
2014/04/22,20,100.18,1,1
2014/04/22,21,108.05,1,1
2014/04/22,22,99.65,1,1
2014/04/22,23,94.14,1,1
2014/04/23,0,98.09,2,1
2014/04/23,1,95.12,2,1
2014/04/23,2,94.67,2,1
2014/04/23,3,95.23,2,1
2014/04/23,4,95.41,2,1
2014/04/23,5,95.63,2,1
2014/04/23,6,104.21,2,1
2014/04/23,7,106.66,2,1
2014/04/23,8,109.25,2,1
2014/04/23,9,112.35,2,1
2014/04/23,10,111.59,2,1
2014/04/23,11,111.71,2,1
2014/04/23,12,111.41,2,1
2014/04/23,13,108.46,2,1
2014/04/23,14,106.46,2,1
2014/04/23,15,104.8,2,1
2014/04/23,16,103.97,2,1
2014/04/23,17,105.1,2,1
2014/04/23,18,104.81,2,1
2014/04/23,19,113.4,2,1
2014/04/23,20,115.6,2,1
2014/04/23,21,123.86,2,1
2014/04/23,22,111.5,2,1
2014/04/23,23,106.9,2,1
2014/04/24,0,108.43,3,1
2014/04/24,1,108.34,3,1
2014/04/24,2,106.95,3,1
2014/04/24,3,107.8,3,1
2014/04/24,4,103.98,3,1
2014/04/24,5,103.09,3,1
2014/04/24,6,108.08,3,1
2014/04/24,7,108.98,3,1
2014/04/24,8,112.84,3,1
2014/04/24,9,115.25,3,1
2014/04/24,10,111.94,3,1
2014/04/24,11,108.63,3,1
2014/04/24,12,105.22,3,1
2014/04/24,13,99.77,3,1
2014/04/24,14,90.98,3,1
2014/04/24,15,88.0,3,1
2014/04/24,16,82.05,3,1
2014/04/24,17,80.54,3,1
2014/04/24,18,79.04,3,1
2014/04/24,19,84.77,3,1
2014/04/24,20,94.76,3,1
2014/04/24,21,99.61,3,1
2014/04/24,22,89.56,3,1
2014/04/24,23,81.9,3,1
2014/04/25,0,77.41,4,1
2014/04/25,1,73.23,4,1
2014/04/25,2,72.27,4,1
2014/04/25,3,72.03,4,1
2014/04/25,4,72.36,4,1
2014/04/25,5,72.25,4,1
2014/04/25,6,76.08,4,1
2014/04/25,7,80.33,4,1
2014/04/25,8,85.86,4,1
2014/04/25,9,86.21,4,1
2014/04/25,10,81.24,4,1
2014/04/25,11,77.01,4,1
2014/04/25,12,76.68,4,1
2014/04/25,13,78.17,4,1
2014/04/25,14,75.5,4,1
2014/04/25,15,74.42,4,1
2014/04/25,16,71.54,4,1
2014/04/25,17,71.81,4,1
2014/04/25,18,71.57,4,1
2014/04/25,19,71.41,4,1
2014/04/25,20,78.52,4,1
